strategy_id,symbol,timeframe,direction,signal_timestamp,entry_timestamp,entry_price,stop_price,target_price,risk_per_share,exit_timestamp,exit_price,exit_reason,gross_r,baseline_net_r,setup_notes
M10-PA-002,SPY,1h,short,2024-04-05T09:30:00-04:00,2024-04-05T10:30:00-04:00,515.490,518.000,510.470,2.510,2024-04-05T10:30:00-04:00,518.000,stop_hit,-1.0000,-1.0412,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-04-12T12:30:00-04:00,2024-04-12T13:30:00-04:00,509.668,514.030,500.944,4.362,2024-04-15T09:30:00-04:00,514.030,stop_hit,-1.0000,-1.0235,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-04-12T13:30:00-04:00,2024-04-12T14:30:00-04:00,510.680,512.020,508.000,1.340,2024-04-15T09:30:00-04:00,512.020,stop_hit,-1.0000,-1.0763,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-04-15T13:30:00-04:00,2024-04-15T14:30:00-04:00,505.080,510.620,494.000,5.540,2024-04-29T09:30:00-04:00,510.620,stop_hit,-1.0000,-1.0183,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-04-15T14:30:00-04:00,2024-04-16T09:30:00-04:00,504.940,506.850,501.120,1.910,2024-04-17T11:30:00-04:00,501.120,target_hit,2.0000,1.9473,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-04-17T11:30:00-04:00,2024-04-17T12:30:00-04:00,500.480,504.500,492.440,4.020,2024-04-23T10:30:00-04:00,504.500,stop_hit,-1.0000,-1.0250,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-04-17T12:30:00-04:00,2024-04-17T13:30:00-04:00,501.800,502.180,501.040,0.380,2024-04-17T13:30:00-04:00,502.180,stop_hit,-1.0000,-1.2642,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-04-19T12:30:00-04:00,2024-04-19T13:30:00-04:00,496.550,498.330,492.990,1.780,2024-04-19T13:30:00-04:00,498.330,stop_hit,-1.0000,-1.0559,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-04-23T10:30:00-04:00,2024-04-23T11:30:00-04:00,504.830,501.225,512.040,3.605,2024-04-25T09:30:00-04:00,501.225,stop_hit,-1.0000,-1.0279,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-04-24T09:30:00-04:00,2024-04-24T10:30:00-04:00,506.240,505.140,508.440,1.100,2024-04-24T10:30:00-04:00,505.140,stop_hit,-1.0000,-1.0919,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-04-26T10:30:00-04:00,2024-04-26T11:30:00-04:00,508.210,505.710,513.210,2.500,2024-04-30T12:30:00-04:00,505.710,stop_hit,-1.0000,-1.0406,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-04-26T14:30:00-04:00,2024-04-29T09:30:00-04:00,510.090,508.625,513.020,1.465,2024-04-29T14:30:00-04:00,508.625,stop_hit,-1.0000,-1.0695,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-05-06T14:30:00-04:00,2024-05-07T09:30:00-04:00,517.560,514.545,523.590,3.015,2024-05-14T14:30:00-04:00,523.590,target_hit,2.0000,1.9655,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-05-07T11:30:00-04:00,2024-05-07T12:30:00-04:00,518.175,517.240,520.045,0.935,2024-05-07T13:30:00-04:00,517.240,stop_hit,-1.0000,-1.1107,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-05-09T11:30:00-04:00,2024-05-09T12:30:00-04:00,518.810,518.060,520.310,0.750,2024-05-10T09:30:00-04:00,520.310,target_hit,2.0000,1.8615,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-05-15T09:30:00-04:00,2024-05-15T10:30:00-04:00,526.410,522.185,534.860,4.225,2024-05-31T09:30:00-04:00,522.185,stop_hit,-1.0000,-1.0248,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-05-15T11:30:00-04:00,2024-05-15T12:30:00-04:00,528.031,526.320,531.453,1.711,2024-05-16T10:30:00-04:00,531.453,target_hit,2.0000,1.9381,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-05-15T13:30:00-04:00,2024-05-15T14:30:00-04:00,528.990,527.950,531.070,1.040,2024-05-16T10:30:00-04:00,531.070,target_hit,2.0000,1.8981,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-05-16T10:30:00-04:00,2024-05-16T11:30:00-04:00,531.140,529.565,534.290,1.575,2024-05-16T12:30:00-04:00,529.565,stop_hit,-1.0000,-1.0673,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-05-23T14:30:00-04:00,2024-05-24T09:30:00-04:00,527.850,529.460,524.630,1.610,2024-05-24T10:30:00-04:00,529.460,stop_hit,-1.0000,-1.0657,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-05-31T10:30:00-04:00,2024-05-31T11:30:00-04:00,520.120,524.810,510.740,4.690,2024-06-03T09:30:00-04:00,524.810,stop_hit,-1.0000,-1.0223,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-05-31T11:30:00-04:00,2024-05-31T12:30:00-04:00,518.800,521.150,514.100,2.350,2024-05-31T13:30:00-04:00,521.150,stop_hit,-1.0000,-1.0443,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-06-05T11:30:00-04:00,2024-06-05T12:30:00-04:00,532.120,530.290,535.780,1.830,2024-06-07T10:30:00-04:00,535.780,target_hit,2.0000,1.9416,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-06-05T13:30:00-04:00,2024-06-05T14:30:00-04:00,533.490,532.080,536.310,1.410,2024-06-07T10:30:00-04:00,536.310,target_hit,2.0000,1.9241,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-06-05T14:30:00-04:00,2024-06-06T09:30:00-04:00,534.980,532.630,539.680,2.350,2024-06-07T09:30:00-04:00,532.630,stop_hit,-1.0000,-1.0454,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-06-12T10:30:00-04:00,2024-06-12T11:30:00-04:00,543.220,541.210,547.240,2.010,2024-06-12T13:30:00-04:00,541.210,stop_hit,-1.0000,-1.0540,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-06-17T12:30:00-04:00,2024-06-17T13:30:00-04:00,546.380,543.480,552.180,2.900,2024-06-21T09:30:00-04:00,543.480,stop_hit,-1.0000,-1.0376,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-06-17T13:30:00-04:00,2024-06-17T14:30:00-04:00,548.001,545.160,553.683,2.841,2024-06-21T09:30:00-04:00,545.160,stop_hit,-1.0000,-1.0385,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-06-17T14:30:00-04:00,2024-06-18T09:30:00-04:00,547.160,546.310,548.860,0.850,2024-06-20T09:30:00-04:00,548.860,target_hit,2.0000,1.8711,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-06-28T10:30:00-04:00,2024-06-28T11:30:00-04:00,547.740,546.670,549.880,1.070,2024-06-28T11:30:00-04:00,546.670,stop_hit,-1.0000,-1.1023,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-07-05T09:30:00-04:00,2024-07-05T10:30:00-04:00,552.100,549.870,556.560,2.230,2024-07-09T09:30:00-04:00,556.560,target_hit,2.0000,1.9503,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-07-05T11:30:00-04:00,2024-07-05T12:30:00-04:00,553.600,551.798,557.204,1.802,2024-07-10T09:30:00-04:00,557.204,target_hit,2.0000,1.9384,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-07-05T12:30:00-04:00,2024-07-05T13:30:00-04:00,553.880,552.863,555.914,1.017,2024-07-08T09:30:00-04:00,555.914,target_hit,2.0000,1.8909,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-07-10T12:30:00-04:00,2024-07-10T13:30:00-04:00,559.350,557.670,562.710,1.680,2024-07-11T10:30:00-04:00,557.670,stop_hit,-1.0000,-1.0665,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-07-12T13:30:00-04:00,2024-07-12T14:30:00-04:00,562.995,560.444,568.097,2.551,2024-07-17T09:30:00-04:00,560.444,stop_hit,-1.0000,-1.0440,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-07-18T11:30:00-04:00,2024-07-18T12:30:00-04:00,552.880,558.830,540.980,5.950,2024-07-25T09:30:00-04:00,540.980,target_hit,2.0000,1.9816,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-07-19T11:30:00-04:00,2024-07-19T12:30:00-04:00,550.070,551.970,546.270,1.900,2024-07-22T09:30:00-04:00,551.970,stop_hit,-1.0000,-1.0580,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-07-19T13:30:00-04:00,2024-07-19T14:30:00-04:00,548.700,550.190,545.720,1.490,2024-07-19T14:30:00-04:00,550.190,stop_hit,-1.0000,-1.0738,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-07-24T10:30:00-04:00,2024-07-24T11:30:00-04:00,544.760,549.170,535.940,4.410,2024-07-31T09:30:00-04:00,549.170,stop_hit,-1.0000,-1.0248,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-07-24T11:30:00-04:00,2024-07-24T12:30:00-04:00,544.180,546.180,540.180,2.000,2024-07-25T09:30:00-04:00,540.180,target_hit,2.0000,1.9458,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-07-24T14:30:00-04:00,2024-07-25T09:30:00-04:00,541.350,544.950,534.150,3.600,2024-07-25T11:30:00-04:00,544.950,stop_hit,-1.0000,-1.0302,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-07-25T09:30:00-04:00,2024-07-25T10:30:00-04:00,540.490,543.590,534.290,3.100,2024-07-25T10:30:00-04:00,543.590,stop_hit,-1.0000,-1.0350,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-08-02T10:30:00-04:00,2024-08-02T11:30:00-04:00,529.540,536.990,514.640,7.450,2024-08-05T09:30:00-04:00,514.640,target_hit,2.0000,1.9860,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-08-09T14:30:00-04:00,2024-08-12T09:30:00-04:00,534.210,530.230,542.170,3.980,2024-08-14T09:30:00-04:00,542.170,target_hit,2.0000,1.9730,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-08-13T12:30:00-04:00,2024-08-13T13:30:00-04:00,540.750,538.510,545.230,2.240,2024-08-15T09:30:00-04:00,545.230,target_hit,2.0000,1.9515,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-08-13T13:30:00-04:00,2024-08-13T14:30:00-04:00,540.920,539.270,544.220,1.650,2024-08-14T11:30:00-04:00,544.220,target_hit,2.0000,1.9342,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-08-15T10:30:00-04:00,2024-08-15T11:30:00-04:00,551.390,548.880,556.410,2.510,2024-08-19T10:30:00-04:00,556.410,target_hit,2.0000,1.9559,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-08-15T11:30:00-04:00,2024-08-15T12:30:00-04:00,552.580,550.360,557.020,2.220,2024-08-19T12:30:00-04:00,557.020,target_hit,2.0000,1.9500,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-08-15T12:30:00-04:00,2024-08-15T13:30:00-04:00,552.050,551.280,553.590,0.770,2024-08-16T09:30:00-04:00,551.280,stop_before_target_same_bar,-1.0000,-1.1433,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-08-16T12:30:00-04:00,2024-08-16T13:30:00-04:00,554.590,552.480,558.810,2.110,2024-08-20T09:30:00-04:00,558.810,target_hit,2.0000,1.9472,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-08-19T11:30:00-04:00,2024-08-19T12:30:00-04:00,556.770,555.270,559.770,1.500,2024-08-20T09:30:00-04:00,559.770,target_hit,2.0000,1.9256,breakout_follow_through
M10-PA-002,SPY,1h,long,2024-08-19T14:30:00-04:00,2024-08-20T09:30:00-04:00,559.150,556.900,563.650,2.250,2024-08-22T12:30:00-04:00,556.900,stop_hit,-1.0000,-1.0496,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-09-03T14:30:00-04:00,2024-09-04T09:30:00-04:00,550.200,555.730,539.140,5.530,2024-09-12T09:30:00-04:00,555.730,stop_hit,-1.0000,-1.0200,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-09-05T11:30:00-04:00,2024-09-05T12:30:00-04:00,548.550,553.550,538.550,5.000,2024-09-12T09:30:00-04:00,553.550,stop_hit,-1.0000,-1.0220,breakout_follow_through
M10-PA-002,SPY,1h,short,2024-09-06T10:30:00-04:00,2024-09-06T11:30:00-04:00,541.490,551.600,521.270,10.110,2024-09-11T14:30:00-04:00,551.600,stop_hit,-1.0000,-1.0108,breakout_follow_through
