account_count,average_holding_bars,average_loss,average_win,best_symbol,best_timeframe,cohort_id,cohort_label,cost_tier,final_equity,grain,initial_capital,max_consecutive_losses,max_drawdown,max_drawdown_percent,net_profit,profit_factor,quality_flag,return_percent,status,strategy_id,symbol,timeframe,trade_count,win_rate,worst_symbol,worst_timeframe
1,44.3077,-501.26,0.00,SPY,1d,long_only,只看做多机会,baseline,98997.49,strategy_timeframe_symbol,100000.00,2,1002.51,1.0025,-1002.51,0.0000,normal_density_review,-1.0025,completed_capital_test,M10-PA-004,SPY,1d,2,0.0000,SPY,1d
1,44.3077,-511.26,0.00,SPY,1d,long_only,只看做多机会,stress_high,98977.47,strategy_timeframe_symbol,100000.00,2,1022.53,1.0225,-1022.53,0.0000,normal_density_review,-1.0225,completed_capital_test,M10-PA-004,SPY,1d,2,0.0000,SPY,1d
1,44.3077,-503.76,0.00,SPY,1d,long_only,只看做多机会,stress_low,98992.49,strategy_timeframe_symbol,100000.00,2,1007.51,1.0075,-1007.51,0.0000,normal_density_review,-1.0075,completed_capital_test,M10-PA-004,SPY,1d,2,0.0000,SPY,1d
1,25.8462,-457.82,937.07,SQQQ,1d,long_only,只看做多机会,baseline,89577.26,strategy_timeframe_symbol,100000.00,10,10422.74,10.4227,-10422.74,0.3101,normal_density_review,-10.4227,completed_capital_test,M10-PA-004,SQQQ,1d,38,0.1316,SQQQ,1d
1,25.8462,-465.43,925.80,SQQQ,1d,long_only,只看做多机会,stress_high,89269.92,strategy_timeframe_symbol,100000.00,10,10730.08,10.7301,-10730.08,0.3014,normal_density_review,-10.7301,completed_capital_test,M10-PA-004,SQQQ,1d,38,0.1316,SQQQ,1d
1,25.8462,-459.72,934.25,SQQQ,1d,long_only,只看做多机会,stress_low,89500.33,strategy_timeframe_symbol,100000.00,10,10499.67,10.4997,-10499.67,0.3079,normal_density_review,-10.4997,completed_capital_test,M10-PA-004,SQQQ,1d,38,0.1316,SQQQ,1d
1,67.2000,-509.04,805.20,TLT,1d,long_only,只看做多机会,baseline,101397.54,strategy_timeframe_symbol,100000.00,1,593.63,0.5936,1397.54,2.3727,normal_density_review,1.3975,completed_capital_test,M10-PA-004,TLT,1d,5,0.6000,TLT,1d
1,67.2000,-545.89,790.58,TLT,1d,long_only,只看做多机会,stress_high,101279.95,strategy_timeframe_symbol,100000.00,1,681.88,0.6819,1279.95,2.1724,normal_density_review,1.2800,completed_capital_test,M10-PA-004,TLT,1d,5,0.6000,TLT,1d
1,67.2000,-518.26,801.54,TLT,1d,long_only,只看做多机会,stress_low,101368.13,strategy_timeframe_symbol,100000.00,1,615.69,0.6157,1368.13,2.3199,normal_density_review,1.3681,completed_capital_test,M10-PA-004,TLT,1d,5,0.6000,TLT,1d
1,46.7692,-460.69,528.24,TQQQ,1d,long_only,只看做多机会,baseline,97641.10,strategy_timeframe_symbol,100000.00,7,4079.29,4.0793,-2358.90,0.5733,normal_density_review,-2.3589,completed_capital_test,M10-PA-004,TQQQ,1d,18,0.3333,TQQQ,1d
1,46.7692,-471.80,523.52,TQQQ,1d,long_only,只看做多机会,stress_high,97479.51,strategy_timeframe_symbol,100000.00,7,4208.74,4.2087,-2520.49,0.5548,normal_density_review,-2.5205,completed_capital_test,M10-PA-004,TQQQ,1d,18,0.3333,TQQQ,1d
1,46.7692,-463.47,527.06,TQQQ,1d,long_only,只看做多机会,stress_low,97600.68,strategy_timeframe_symbol,100000.00,7,4111.67,4.1117,-2399.32,0.5686,normal_density_review,-2.3993,completed_capital_test,M10-PA-004,TQQQ,1d,18,0.3333,TQQQ,1d
1,43.0916,-525.22,811.26,TSLA,1d,long_only,只看做多机会,baseline,106344.61,strategy_timeframe_symbol,100000.00,3,1593.16,1.5932,6344.61,2.5100,normal_density_review,6.3446,completed_capital_test,M10-PA-004,TSLA,1d,21,0.6190,TSLA,1d
1,43.0916,-531.17,802.86,TSLA,1d,long_only,只看做多机会,stress_high,106187.85,strategy_timeframe_symbol,100000.00,3,1608.33,1.6083,6187.85,2.4562,normal_density_review,6.1879,completed_capital_test,M10-PA-004,TSLA,1d,21,0.6190,TSLA,1d
1,43.0916,-526.71,809.16,TSLA,1d,long_only,只看做多机会,stress_low,106305.40,strategy_timeframe_symbol,100000.00,3,1596.95,1.5970,6305.40,2.4964,normal_density_review,6.3054,completed_capital_test,M10-PA-004,TSLA,1d,21,0.6190,TSLA,1d
1,70.6154,-510.38,662.41,USO,1d,long_only,只看做多机会,baseline,102389.03,strategy_timeframe_symbol,100000.00,2,1483.32,1.4833,2389.03,1.6687,normal_density_review,2.3890,completed_capital_test,M10-PA-004,USO,1d,16,0.5625,USO,1d
1,70.6154,-517.55,652.37,USO,1d,long_only,只看做多机会,stress_high,102248.44,strategy_timeframe_symbol,100000.00,2,1508.06,1.5081,2248.44,1.6206,normal_density_review,2.2484,completed_capital_test,M10-PA-004,USO,1d,16,0.5625,USO,1d
1,70.6154,-512.17,659.90,USO,1d,long_only,只看做多机会,stress_low,102353.86,strategy_timeframe_symbol,100000.00,2,1489.51,1.4895,2353.86,1.6565,normal_density_review,2.3539,completed_capital_test,M10-PA-004,USO,1d,16,0.5625,USO,1d
1,16.6154,-507.90,994.62,VOO,1d,long_only,只看做多机会,baseline,100486.72,strategy_timeframe_symbol,100000.00,1,507.90,0.5079,486.72,1.9583,normal_density_review,0.4867,completed_capital_test,M10-PA-004,VOO,1d,2,0.5000,VOO,1d
1,16.6154,-519.49,973.08,VOO,1d,long_only,只看做多机会,stress_high,100453.59,strategy_timeframe_symbol,100000.00,1,519.49,0.5195,453.59,1.8731,normal_density_review,0.4536,completed_capital_test,M10-PA-004,VOO,1d,2,0.5000,VOO,1d
1,16.6154,-510.80,989.23,VOO,1d,long_only,只看做多机会,stress_low,100478.44,strategy_timeframe_symbol,100000.00,1,510.79,0.5108,478.44,1.9366,normal_density_review,0.4784,completed_capital_test,M10-PA-004,VOO,1d,2,0.5000,VOO,1d
1,19.6923,-504.07,990.48,VTI,1d,long_only,只看做多机会,baseline,99982.34,strategy_timeframe_symbol,100000.00,1,505.12,0.5051,-17.66,0.9825,normal_density_review,-0.0177,completed_capital_test,M10-PA-004,VTI,1d,3,0.3333,VTI,1d
1,19.6923,-515.39,972.38,VTI,1d,long_only,只看做多机会,stress_high,99941.60,strategy_timeframe_symbol,100000.00,1,515.70,0.5157,-58.40,0.9433,normal_density_review,-0.0584,completed_capital_test,M10-PA-004,VTI,1d,3,0.3333,VTI,1d
1,19.6923,-506.90,985.95,VTI,1d,long_only,只看做多机会,stress_low,99972.15,strategy_timeframe_symbol,100000.00,1,507.77,0.5078,-27.85,0.9725,normal_density_review,-0.0279,completed_capital_test,M10-PA-004,VTI,1d,3,0.3333,VTI,1d
1,83.8901,-505.02,574.48,XLB,1d,long_only,只看做多机会,baseline,101862.35,strategy_timeframe_symbol,100000.00,1,508.39,0.5084,1862.35,2.8439,normal_density_review,1.8624,completed_capital_test,M10-PA-004,XLB,1d,7,0.7143,XLB,1d
1,83.8901,-516.43,567.56,XLB,1d,long_only,只看做多机会,stress_high,101804.96,strategy_timeframe_symbol,100000.00,1,524.66,0.5247,1804.96,2.7476,normal_density_review,1.8050,completed_capital_test,M10-PA-004,XLB,1d,7,0.7143,XLB,1d
1,83.8901,-507.87,572.75,XLB,1d,long_only,只看做多机会,stress_low,101848.00,strategy_timeframe_symbol,100000.00,1,512.46,0.5125,1848.00,2.8194,normal_density_review,1.8480,completed_capital_test,M10-PA-004,XLB,1d,7,0.7143,XLB,1d
1,49.2308,-487.33,655.70,XLC,1d,long_only,只看做多机会,baseline,100505.12,strategy_timeframe_symbol,100000.00,3,1461.98,1.4620,505.12,1.3455,normal_density_review,0.5051,completed_capital_test,M10-PA-004,XLC,1d,6,0.5000,XLC,1d
1,49.2308,-529.27,646.72,XLC,1d,long_only,只看做多机会,stress_high,100352.34,strategy_timeframe_symbol,100000.00,3,1587.81,1.5878,352.34,1.2219,normal_density_review,0.3523,completed_capital_test,M10-PA-004,XLC,1d,6,0.5000,XLC,1d
1,49.2308,-497.82,653.45,XLC,1d,long_only,只看做多机会,stress_low,100466.91,strategy_timeframe_symbol,100000.00,3,1493.46,1.4935,466.91,1.3126,normal_density_review,0.4669,completed_capital_test,M10-PA-004,XLC,1d,6,0.5000,XLC,1d
1,50.3736,-509.03,943.00,XLE,1d,long_only,只看做多机会,baseline,104489.83,strategy_timeframe_symbol,100000.00,2,1032.12,1.0321,4489.83,2.4701,normal_density_review,4.4898,completed_capital_test,M10-PA-004,XLE,1d,14,0.5714,XLE,1d
1,50.3736,-528.73,930.16,XLE,1d,long_only,只看做多机会,stress_high,104268.94,strategy_timeframe_symbol,100000.00,2,1111.54,1.1115,4268.94,2.3457,normal_density_review,4.2689,completed_capital_test,M10-PA-004,XLE,1d,14,0.5714,XLE,1d
1,50.3736,-513.95,939.79,XLE,1d,long_only,只看做多机会,stress_low,104434.57,strategy_timeframe_symbol,100000.00,2,1051.99,1.0520,4434.57,2.4381,normal_density_review,4.4346,completed_capital_test,M10-PA-004,XLE,1d,14,0.5714,XLE,1d
1,75.9487,-506.06,878.84,XLF,1d,long_only,只看做多机会,baseline,103754.83,strategy_timeframe_symbol,100000.00,1,512.74,0.5127,3754.83,3.4732,normal_density_review,3.7548,completed_capital_test,M10-PA-004,XLF,1d,9,0.6667,XLF,1d
1,75.9487,-512.07,869.28,XLF,1d,long_only,只看做多机会,stress_high,103679.47,strategy_timeframe_symbol,100000.00,1,518.91,0.5189,3679.47,3.3952,normal_density_review,3.6795,completed_capital_test,M10-PA-004,XLF,1d,9,0.6667,XLF,1d
1,75.9487,-507.56,876.45,XLF,1d,long_only,只看做多机会,stress_low,103735.98,strategy_timeframe_symbol,100000.00,1,514.29,0.5143,3735.98,3.4535,normal_density_review,3.7360,completed_capital_test,M10-PA-004,XLF,1d,9,0.6667,XLF,1d
1,49.8462,-509.77,857.13,XLI,1d,long_only,只看做多机会,baseline,101042.08,strategy_timeframe_symbol,100000.00,2,1022.85,1.0229,1042.08,1.6814,normal_density_review,1.0421,completed_capital_test,M10-PA-004,XLI,1d,6,0.5000,XLI,1d
1,49.8462,-525.53,847.79,XLI,1d,long_only,只看做多机会,stress_high,100966.76,strategy_timeframe_symbol,100000.00,2,1064.39,1.0644,966.76,1.6132,normal_density_review,0.9668,completed_capital_test,M10-PA-004,XLI,1d,6,0.5000,XLI,1d
1,49.8462,-513.71,854.79,XLI,1d,long_only,只看做多机会,stress_low,101023.25,strategy_timeframe_symbol,100000.00,2,1033.24,1.0332,1023.25,1.6640,normal_density_review,1.0233,completed_capital_test,M10-PA-004,XLI,1d,6,0.5000,XLI,1d
1,67.3718,-463.76,534.24,XLK,1d,long_only,只看做多机会,baseline,99424.85,strategy_timeframe_symbol,100000.00,6,3149.77,3.1498,-575.15,0.8228,normal_density_review,-0.5752,completed_capital_test,M10-PA-004,XLK,1d,12,0.4167,XLK,1d
1,67.3718,-474.25,524.52,XLK,1d,long_only,只看做多机会,stress_high,99302.82,strategy_timeframe_symbol,100000.00,6,3231.36,3.2314,-697.18,0.7900,normal_density_review,-0.6972,completed_capital_test,M10-PA-004,XLK,1d,12,0.4167,XLK,1d
1,67.3718,-466.39,531.81,XLK,1d,long_only,只看做多机会,stress_low,99394.33,strategy_timeframe_symbol,100000.00,6,3170.18,3.1702,-605.67,0.8145,normal_density_review,-0.6057,completed_capital_test,M10-PA-004,XLK,1d,12,0.4167,XLK,1d
1,18.4615,0.00,995.45,XLP,1d,long_only,只看做多机会,baseline,100995.45,strategy_timeframe_symbol,100000.00,0,0.00,0.0000,995.45,,normal_density_review,0.9955,completed_capital_test,M10-PA-004,XLP,1d,1,1.0000,XLP,1d
1,18.4615,0.00,977.27,XLP,1d,long_only,只看做多机会,stress_high,100977.27,strategy_timeframe_symbol,100000.00,0,0.00,0.0000,977.27,,normal_density_review,0.9773,completed_capital_test,M10-PA-004,XLP,1d,1,1.0000,XLP,1d
1,18.4615,0.00,990.91,XLP,1d,long_only,只看做多机会,stress_low,100990.91,strategy_timeframe_symbol,100000.00,0,0.00,0.0000,990.91,,normal_density_review,0.9909,completed_capital_test,M10-PA-004,XLP,1d,1,1.0000,XLP,1d
1,64.5769,-505.93,706.62,XLU,1d,long_only,只看做多机会,baseline,100401.38,strategy_timeframe_symbol,100000.00,1,588.66,0.5887,401.38,1.3967,normal_density_review,0.4014,completed_capital_test,M10-PA-004,XLU,1d,4,0.5000,XLU,1d
1,64.5769,-530.38,691.70,XLU,1d,long_only,只看做多机会,stress_high,100322.65,strategy_timeframe_symbol,100000.00,1,650.47,0.6505,322.65,1.3042,normal_density_review,0.3227,completed_capital_test,M10-PA-004,XLU,1d,4,0.5000,XLU,1d
1,64.5769,-512.04,702.89,XLU,1d,long_only,只看做多机会,stress_low,100381.69,strategy_timeframe_symbol,100000.00,1,604.11,0.6041,381.69,1.3727,normal_density_review,0.3817,completed_capital_test,M10-PA-004,XLU,1d,4,0.5000,XLU,1d
1,48.0096,-423.91,833.20,XLY,1d,long_only,只看做多机会,baseline,103274.33,strategy_timeframe_symbol,100000.00,3,2327.66,2.3277,3274.33,1.9655,normal_density_review,3.2743,completed_capital_test,M10-PA-004,XLY,1d,16,0.5000,XLY,1d
1,48.0096,-445.71,820.55,XLY,1d,long_only,只看做多机会,stress_high,102998.74,strategy_timeframe_symbol,100000.00,3,2406.92,2.4069,2998.74,1.8410,normal_density_review,2.9987,completed_capital_test,M10-PA-004,XLY,1d,16,0.5000,XLY,1d
1,48.0096,-429.36,830.03,XLY,1d,long_only,只看做多机会,stress_low,103205.37,strategy_timeframe_symbol,100000.00,3,2347.48,2.3475,3205.37,1.9332,normal_density_review,3.2054,completed_capital_test,M10-PA-004,XLY,1d,16,0.5000,XLY,1d
47,44.8673,-475.42,818.44,MU,1d,long_only,只看做多机会,baseline,4725989.23,strategy_timeframe,4700000.00,24,96251.34,2.0479,25989.23,1.1594,normal_density_review,0.5530,completed_capital_test,M10-PA-004,,1d,574,0.4024,SQQQ,1d
47,44.8673,-486.81,807.31,MU,1d,long_only,只看做多机会,stress_high,4719511.43,strategy_timeframe,4700000.00,24,99705.65,2.1214,19511.43,1.1169,normal_density_review,0.4151,completed_capital_test,M10-PA-004,,1d,574,0.4024,SQQQ,1d
47,44.8673,-478.27,815.65,MU,1d,long_only,只看做多机会,stress_low,4724368.77,strategy_timeframe,4700000.00,24,97115.42,2.0663,24368.77,1.1485,normal_density_review,0.5185,completed_capital_test,M10-PA-004,,1d,574,0.4024,SQQQ,1d
47,44.8673,-475.42,818.44,MU,1d,long_only,只看做多机会,baseline,4725989.23,strategy,4700000.00,24,96251.34,2.0479,25989.23,1.1594,normal_density_review,0.5530,completed_capital_test,M10-PA-004,,,574,0.4024,SQQQ,1d
47,44.8673,-486.81,807.31,MU,1d,long_only,只看做多机会,stress_high,4719511.43,strategy,4700000.00,24,99705.65,2.1214,19511.43,1.1169,normal_density_review,0.4151,completed_capital_test,M10-PA-004,,,574,0.4024,SQQQ,1d
47,44.8673,-478.27,815.65,MU,1d,long_only,只看做多机会,stress_low,4724368.77,strategy,4700000.00,24,97115.42,2.0663,24368.77,1.1485,normal_density_review,0.5185,completed_capital_test,M10-PA-004,,,574,0.4024,SQQQ,1d
1,30.6573,-472.96,835.88,AAPL,1d,short_only,只看做空机会,baseline,98789.53,strategy_timeframe_symbol,100000.00,5,3261.52,3.2615,-1210.47,0.8837,normal_density_review,-1.2105,completed_capital_test,M10-PA-004,AAPL,1d,33,0.3333,AAPL,1d
1,30.6573,-495.40,811.09,AAPL,1d,short_only,只看做空机会,stress_high,98023.29,strategy_timeframe_symbol,100000.00,5,3655.98,3.6560,-1976.71,0.8186,normal_density_review,-1.9767,completed_capital_test,M10-PA-004,AAPL,1d,33,0.3333,AAPL,1d
1,30.6573,-478.59,829.67,AAPL,1d,short_only,只看做空机会,stress_low,98597.44,strategy_timeframe_symbol,100000.00,5,3360.28,3.3603,-1402.56,0.8668,normal_density_review,-1.4026,completed_capital_test,M10-PA-004,AAPL,1d,33,0.3333,AAPL,1d
1,40.8791,-446.12,640.48,ADBE,1d,short_only,只看做空机会,baseline,97288.17,strategy_timeframe_symbol,100000.00,11,6395.19,6.3952,-2711.83,0.6801,normal_density_review,-2.7118,completed_capital_test,M10-PA-004,ADBE,1d,28,0.3214,ADBE,1d
1,40.8791,-467.96,627.60,ADBE,1d,short_only,只看做空机会,stress_high,96757.18,strategy_timeframe_symbol,100000.00,11,6723.58,6.7236,-3242.82,0.6353,normal_density_review,-3.2428,completed_capital_test,M10-PA-004,ADBE,1d,28,0.3214,ADBE,1d
1,40.8791,-451.59,637.26,ADBE,1d,short_only,只看做空机会,stress_low,97155.17,strategy_timeframe_symbol,100000.00,11,6477.38,6.4774,-2844.83,0.6684,normal_density_review,-2.8448,completed_capital_test,M10-PA-004,ADBE,1d,28,0.3214,ADBE,1d
1,49.7143,-483.88,802.82,AMD,1d,short_only,只看做空机会,baseline,100605.14,strategy_timeframe_symbol,100000.00,3,2074.32,2.0743,605.14,1.0736,normal_density_review,0.6051,completed_capital_test,M10-PA-004,AMD,1d,28,0.3929,AMD,1d
1,49.7143,-491.05,794.87,AMD,1d,short_only,只看做空机会,stress_high,100395.68,strategy_timeframe_symbol,100000.00,3,2172.89,2.1729,395.68,1.0474,normal_density_review,0.3957,completed_capital_test,M10-PA-004,AMD,1d,28,0.3929,AMD,1d
1,49.7143,-485.67,800.83,AMD,1d,short_only,只看做空机会,stress_low,100552.74,strategy_timeframe_symbol,100000.00,3,2085.19,2.0852,552.74,1.0669,normal_density_review,0.5527,completed_capital_test,M10-PA-004,AMD,1d,28,0.3929,AMD,1d
1,25.5105,-471.87,952.55,AMZN,1d,short_only,只看做空机会,baseline,101521.35,strategy_timeframe_symbol,100000.00,7,4265.83,4.2658,1521.35,1.1535,normal_density_review,1.5214,completed_capital_test,M10-PA-004,AMZN,1d,33,0.3636,AMZN,1d
1,25.5105,-492.36,928.89,AMZN,1d,short_only,只看做空机会,stress_high,100807.12,strategy_timeframe_symbol,100000.00,7,4554.04,4.5540,807.12,1.0781,normal_density_review,0.8071,completed_capital_test,M10-PA-004,AMZN,1d,33,0.3636,AMZN,1d
1,25.5105,-477.00,946.62,AMZN,1d,short_only,只看做空机会,stress_low,101342.34,strategy_timeframe_symbol,100000.00,7,4337.95,4.3380,1342.34,1.1340,normal_density_review,1.3423,completed_capital_test,M10-PA-004,AMZN,1d,33,0.3636,AMZN,1d
1,30.9496,-462.37,967.38,ARKK,1d,short_only,只看做空机会,baseline,99459.03,strategy_timeframe_symbol,100000.00,6,4398.42,4.3984,-540.97,0.9415,normal_density_review,-0.5410,completed_capital_test,M10-PA-004,ARKK,1d,29,0.3103,ARKK,1d
1,30.9496,-479.73,952.85,ARKK,1d,short_only,只看做空机会,stress_high,98981.09,strategy_timeframe_symbol,100000.00,6,4535.83,4.5358,-1018.91,0.8938,normal_density_review,-1.0189,completed_capital_test,M10-PA-004,ARKK,1d,29,0.3103,ARKK,1d
1,30.9496,-466.72,963.74,ARKK,1d,short_only,只看做空机会,stress_low,99339.35,strategy_timeframe_symbol,100000.00,6,4432.87,4.4329,-660.65,0.9292,normal_density_review,-0.6607,completed_capital_test,M10-PA-004,ARKK,1d,29,0.3103,ARKK,1d
1,36.7235,-466.46,835.89,AVGO,1d,short_only,只看做空机会,baseline,102276.13,strategy_timeframe_symbol,100000.00,4,1841.48,1.8415,2276.13,1.2218,normal_density_review,2.2761,completed_capital_test,M10-PA-004,AVGO,1d,37,0.4054,AVGO,1d
1,36.7235,-477.91,819.49,AVGO,1d,short_only,只看做空机会,stress_high,101778.35,strategy_timeframe_symbol,100000.00,4,1958.41,1.9584,1778.35,1.1691,normal_density_review,1.7784,completed_capital_test,M10-PA-004,AVGO,1d,37,0.4054,AVGO,1d
1,36.7235,-469.33,831.78,AVGO,1d,short_only,只看做空机会,stress_low,102151.46,strategy_timeframe_symbol,100000.00,4,1870.81,1.8708,2151.46,1.2084,normal_density_review,2.1515,completed_capital_test,M10-PA-004,AVGO,1d,37,0.4054,AVGO,1d
1,33.7022,-457.48,966.55,CRM,1d,short_only,只看做空机会,baseline,100058.35,strategy_timeframe_symbol,100000.00,8,3588.65,3.5887,58.35,1.0061,normal_density_review,0.0584,completed_capital_test,M10-PA-004,CRM,1d,31,0.3226,CRM,1d
1,33.7022,-480.68,952.51,CRM,1d,short_only,只看做空机会,stress_high,99430.74,strategy_timeframe_symbol,100000.00,8,3792.10,3.7921,-569.26,0.9436,normal_density_review,-0.5693,completed_capital_test,M10-PA-004,CRM,1d,31,0.3226,CRM,1d
1,33.7022,-463.30,963.04,CRM,1d,short_only,只看做空机会,stress_low,99901.11,strategy_timeframe_symbol,100000.00,8,3630.60,3.6306,-98.89,0.9898,normal_density_review,-0.0989,completed_capital_test,M10-PA-004,CRM,1d,31,0.3226,CRM,1d
1,1.8462,-394.36,0.00,DIA,1d,short_only,只看做空机会,baseline,99211.28,strategy_timeframe_symbol,100000.00,2,788.72,0.7887,-788.72,0.0000,normal_density_review,-0.7887,completed_capital_test,M10-PA-004,DIA,1d,2,0.0000,DIA,1d
1,1.8462,-448.80,0.00,DIA,1d,short_only,只看做空机会,stress_high,99102.42,strategy_timeframe_symbol,100000.00,2,897.58,0.8976,-897.58,0.0000,normal_density_review,-0.8976,completed_capital_test,M10-PA-004,DIA,1d,2,0.0000,DIA,1d
1,1.8462,-407.97,0.00,DIA,1d,short_only,只看做空机会,stress_low,99184.06,strategy_timeframe_symbol,100000.00,2,815.94,0.8159,-815.94,0.0000,normal_density_review,-0.8159,completed_capital_test,M10-PA-004,DIA,1d,2,0.0000,DIA,1d
1,51.1539,-433.60,717.29,EEM,1d,short_only,只看做空机会,baseline,96231.37,strategy_timeframe_symbol,100000.00,6,4031.30,4.0313,-3768.63,0.2757,normal_density_review,-3.7686,completed_capital_test,M10-PA-004,EEM,1d,14,0.1429,EEM,1d
1,51.1539,-453.22,703.88,EEM,1d,short_only,只看做空机会,stress_high,95969.17,strategy_timeframe_symbol,100000.00,6,4229.81,4.2298,-4030.83,0.2588,normal_density_review,-4.0308,completed_capital_test,M10-PA-004,EEM,1d,14,0.1429,EEM,1d
1,51.1539,-438.51,713.94,EEM,1d,short_only,只看做空机会,stress_low,96165.76,strategy_timeframe_symbol,100000.00,6,4080.98,4.0810,-3834.24,0.2713,normal_density_review,-3.8342,completed_capital_test,M10-PA-004,EEM,1d,14,0.1429,EEM,1d
1,22.8923,-422.58,0.00,EFA,1d,short_only,只看做空机会,baseline,97887.11,strategy_timeframe_symbol,100000.00,5,2112.89,2.1129,-2112.89,0.0000,normal_density_review,-2.1129,completed_capital_test,M10-PA-004,EFA,1d,5,0.0000,EFA,1d
1,22.8923,-458.87,0.00,EFA,1d,short_only,只看做空机会,stress_high,97705.63,strategy_timeframe_symbol,100000.00,5,2294.37,2.2944,-2294.37,0.0000,normal_density_review,-2.2944,completed_capital_test,M10-PA-004,EFA,1d,5,0.0000,EFA,1d
1,22.8923,-431.66,0.00,EFA,1d,short_only,只看做空机会,stress_low,97841.72,strategy_timeframe_symbol,100000.00,5,2158.28,2.1583,-2158.28,0.0000,normal_density_review,-2.1583,completed_capital_test,M10-PA-004,EFA,1d,5,0.0000,EFA,1d
1,86.1538,-506.10,994.37,GLD,1d,short_only,只看做空机会,baseline,99982.17,strategy_timeframe_symbol,100000.00,2,1012.20,1.0122,-17.83,0.9824,normal_density_review,-0.0178,completed_capital_test,M10-PA-004,GLD,1d,3,0.3333,GLD,1d
1,86.1538,-515.55,971.86,GLD,1d,short_only,只看做空机会,stress_high,99940.77,strategy_timeframe_symbol,100000.00,2,1031.09,1.0311,-59.23,0.9426,normal_density_review,-0.0592,completed_capital_test,M10-PA-004,GLD,1d,3,0.3333,GLD,1d
1,86.1538,-508.46,988.75,GLD,1d,short_only,只看做空机会,stress_low,99971.82,strategy_timeframe_symbol,100000.00,2,1016.93,1.0169,-28.18,0.9723,normal_density_review,-0.0282,completed_capital_test,M10-PA-004,GLD,1d,3,0.3333,GLD,1d
1,48.9183,-488.40,511.40,GOOG,1d,short_only,只看做空机会,baseline,94369.27,strategy_timeframe_symbol,100000.00,9,7241.40,7.2414,-5630.73,0.4760,normal_density_review,-5.6307,completed_capital_test,M10-PA-004,GOOG,1d,32,0.3125,GOOG,1d
1,48.9183,-502.65,497.35,GOOG,1d,short_only,只看做空机会,stress_high,93915.20,strategy_timeframe_symbol,100000.00,9,7547.10,7.5471,-6084.80,0.4498,normal_density_review,-6.0848,completed_capital_test,M10-PA-004,GOOG,1d,32,0.3125,GOOG,1d
1,48.9183,-491.97,507.88,GOOG,1d,short_only,只看做空机会,stress_low,94255.56,strategy_timeframe_symbol,100000.00,9,7318.00,7.3180,-5744.44,0.4693,normal_density_review,-5.7444,completed_capital_test,M10-PA-004,GOOG,1d,32,0.3125,GOOG,1d
1,44.1039,-478.52,616.48,GOOGL,1d,short_only,只看做空机会,baseline,95434.72,strategy_timeframe_symbol,100000.00,11,5560.24,5.5602,-4565.28,0.6184,normal_density_review,-4.5653,completed_capital_test,M10-PA-004,GOOGL,1d,37,0.3243,GOOGL,1d
1,44.1039,-490.26,593.82,GOOGL,1d,short_only,只看做空机会,stress_high,94869.32,strategy_timeframe_symbol,100000.00,11,6105.47,6.1055,-5130.68,0.5814,normal_density_review,-5.1307,completed_capital_test,M10-PA-004,GOOGL,1d,37,0.3243,GOOGL,1d
1,44.1039,-481.46,610.81,GOOGL,1d,short_only,只看做空机会,stress_low,95293.07,strategy_timeframe_symbol,100000.00,11,5696.85,5.6969,-4706.93,0.6089,normal_density_review,-4.7069,completed_capital_test,M10-PA-004,GOOGL,1d,37,0.3243,GOOGL,1d
1,57.4649,-501.27,725.90,INTC,1d,short_only,只看做空机会,baseline,101969.69,strategy_timeframe_symbol,100000.00,5,2472.97,2.4730,1969.69,1.3274,normal_density_review,1.9697,completed_capital_test,M10-PA-004,INTC,1d,23,0.4783,INTC,1d
1,57.4649,-513.92,717.51,INTC,1d,short_only,只看做空机会,stress_high,101725.47,strategy_timeframe_symbol,100000.00,5,2565.58,2.5656,1725.47,1.2798,normal_density_review,1.7255,completed_capital_test,M10-PA-004,INTC,1d,23,0.4783,INTC,1d
1,57.4649,-504.44,723.80,INTC,1d,short_only,只看做空机会,stress_low,101908.58,strategy_timeframe_symbol,100000.00,5,2496.13,2.4961,1908.58,1.3153,normal_density_review,1.9086,completed_capital_test,M10-PA-004,INTC,1d,23,0.4783,INTC,1d
1,46.7692,-512.65,997.26,IVV,1d,short_only,只看做空机会,baseline,99971.95,strategy_timeframe_symbol,100000.00,2,1025.31,1.0253,-28.05,0.9727,normal_density_review,-0.0281,completed_capital_test,M10-PA-004,IVV,1d,3,0.3333,IVV,1d
1,46.7692,-548.30,986.29,IVV,1d,short_only,只看做空机会,stress_high,99889.68,strategy_timeframe_symbol,100000.00,2,1096.61,1.0966,-110.32,0.8994,normal_density_review,-0.1103,completed_capital_test,M10-PA-004,IVV,1d,3,0.3333,IVV,1d
1,46.7692,-521.57,994.51,IVV,1d,short_only,只看做空机会,stress_low,99951.38,strategy_timeframe_symbol,100000.00,2,1043.13,1.0431,-48.62,0.9534,normal_density_review,-0.0486,completed_capital_test,M10-PA-004,IVV,1d,3,0.3333,IVV,1d
1,39.5384,-497.72,739.91,IWM,1d,short_only,只看做空机会,baseline,97726.89,strategy_timeframe_symbol,100000.00,5,3231.16,3.2312,-2273.11,0.6194,normal_density_review,-2.2731,completed_capital_test,M10-PA-004,IWM,1d,17,0.2941,IWM,1d
