strategy_id,symbol,timeframe,cost_tier,sequence,event_id,trade_id,direction,signal_timestamp,entry_timestamp,exit_timestamp,entry_price,stop_price,target_price,exit_price,risk_per_share,risk_budget,risk_budget_quantity,notional_cap_quantity,quantity,equity_before,gross_pnl,cost_pnl,pnl,equity_after,win,exit_reason,holding_bars_approx,quality_flag,spec_ref,source_ledger_ref,skip_reason
M10-PA-004,AAPL,1d,baseline,1,03bc158d580629cd,03bc158d580629cd:baseline,short,2012-04-13T16:00:00-04:00,2012-04-16T16:00:00-04:00,2012-05-14T16:00:00-04:00,610.0600,644.0000,542.1800,558.2200,33.9400,500.00,14.7319,163.9183,14.7319,100000.00,763.70,1.72,761.98,100761.98,true,max_holding_exit,103.3846,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,2,95663d14546d6c4d,95663d14546d6c4d:baseline,short,2012-08-30T16:00:00-04:00,2012-08-31T16:00:00-04:00,2012-09-07T16:00:00-04:00,667.2500,680.8700,640.0100,680.8700,13.6200,503.81,36.9904,151.0108,36.9904,100761.98,-503.81,4.99,-508.80,100253.18,false,stop_hit,25.8462,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,3,b27f486c33e0d0ab,b27f486c33e0d0ab:baseline,long,2012-11-19T16:00:00-05:00,2012-11-20T16:00:00-05:00,2012-12-06T16:00:00-05:00,571.9100,522.6200,670.4900,522.6200,49.2900,501.27,10.1697,175.2954,10.1697,100253.18,-501.27,1.11,-502.38,99750.80,false,stop_hit,59.0769,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,4,626ea3d3036480c4,626ea3d3036480c4:baseline,long,2012-12-31T16:00:00-05:00,2013-01-02T16:00:00-05:00,2013-01-14T16:00:00-05:00,553.8200,501.2300,659.0000,501.2300,52.5900,498.75,9.4838,180.1141,9.4838,99750.80,-498.75,1.00,-499.75,99251.05,false,stop_hit,44.3077,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,5,a1aae8786dbd75dd,a1aae8786dbd75dd:baseline,long,2013-01-16T16:00:00-05:00,2013-01-17T16:00:00-05:00,2013-01-18T16:00:00-05:00,510.3100,498.5100,533.9100,498.5100,11.8000,496.26,42.0555,194.4917,42.0555,99251.05,-496.26,4.24,-500.50,98750.55,false,stop_hit,3.6923,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,6,d4f49fe6597343f1,d4f49fe6597343f1:baseline,long,2013-03-11T16:00:00-04:00,2013-03-12T16:00:00-04:00,2013-03-25T16:00:00-04:00,435.6000,419.0000,468.8000,468.8000,16.6000,493.75,29.7441,226.7001,29.7441,98750.55,987.51,2.69,984.82,99735.37,true,target_hit,48.0000,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,7,4b181220455abdc0,4b181220455abdc0:baseline,long,2013-04-08T16:00:00-04:00,2013-04-09T16:00:00-04:00,2013-04-17T16:00:00-04:00,426.3600,419.0000,441.0800,419.0000,7.3600,498.68,67.7550,233.9229,67.7550,99735.37,-498.68,5.73,-504.40,99230.96,false,stop_hit,29.5385,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,8,b887420875d66ccd,b887420875d66ccd:baseline,short,2013-05-10T16:00:00-04:00,2013-05-13T16:00:00-04:00,2013-06-11T16:00:00-04:00,451.5100,469.9500,414.6300,437.6000,18.4400,496.15,26.9064,219.7758,26.9064,99230.96,374.27,2.39,371.88,99602.84,true,max_holding_exit,107.0769,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,9,451e7c304d3a083a,451e7c304d3a083a:baseline,short,2013-08-08T16:00:00-04:00,2013-08-09T16:00:00-04:00,2013-08-13T16:00:00-04:00,458.6400,471.8900,432.1400,471.8900,13.2500,498.01,37.5860,217.1700,37.5860,99602.84,-498.01,3.50,-501.51,99101.33,false,stop_hit,14.7692,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,10,6d2e6d41e4d44817,6d2e6d41e4d44817:baseline,short,2013-12-06T16:00:00-05:00,2013-12-09T16:00:00-05:00,2013-12-09T16:00:00-05:00,560.9000,569.1900,544.3200,569.1900,8.2900,495.51,59.7716,176.6827,59.7716,99101.33,-495.51,6.75,-502.26,98599.07,false,stop_hit,0.0000,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,11,321e8eb7604c5ca9,321e8eb7604c5ca9:baseline,short,2014-05-15T16:00:00-04:00,2014-05-16T16:00:00-04:00,2014-05-19T16:00:00-04:00,588.6300,604.4100,557.0700,604.4100,15.7800,493.00,31.2418,167.5060,31.2418,98599.07,-493.00,3.73,-496.72,98102.34,false,stop_hit,11.0769,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,12,4445307e22b19e38,4445307e22b19e38:baseline,short,2014-12-01T16:00:00-05:00,2014-12-02T16:00:00-05:00,2014-12-31T16:00:00-05:00,113.5000,119.7500,101.0000,110.3800,6.2500,490.51,78.4819,864.3378,78.4819,98102.34,244.86,1.76,243.11,98345.45,true,max_holding_exit,107.0769,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,13,87dfd466a0b80327,87dfd466a0b80327:baseline,short,2015-02-06T16:00:00-05:00,2015-02-09T16:00:00-05:00,2015-02-10T16:00:00-05:00,118.5500,120.5100,114.6300,120.5100,1.9600,491.73,250.8812,829.5694,250.8812,98345.45,-491.73,6.00,-497.72,97847.72,false,stop_hit,3.6923,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,14,affa353e35287db0,affa353e35287db0:baseline,long,2015-12-29T16:00:00-05:00,2015-12-30T16:00:00-05:00,2015-12-31T16:00:00-05:00,108.5800,105.5700,114.6000,105.5700,3.0100,489.24,162.5377,901.1579,162.5377,97847.72,-489.24,3.48,-492.72,97355.01,false,stop_hit,3.6923,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,15,e4d32f55fde92293,e4d32f55fde92293:baseline,long,2016-01-22T16:00:00-05:00,2016-01-25T16:00:00-05:00,2016-01-27T16:00:00-05:00,101.5200,93.4200,117.7200,93.4200,8.1000,486.78,60.0957,958.9737,60.0957,97355.01,-486.78,1.17,-487.95,96867.06,false,stop_hit,7.3846,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,16,4aaa520253fdfb22,4aaa520253fdfb22:baseline,short,2016-04-07T16:00:00-04:00,2016-04-08T16:00:00-04:00,2016-04-13T16:00:00-04:00,108.9100,112.1900,102.3500,112.1900,3.2800,484.34,147.6632,889.4230,147.6632,96867.06,-484.34,3.26,-487.60,96379.46,false,stop_hit,18.4615,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,17,aa22c275b48a0779,aa22c275b48a0779:baseline,short,2017-09-05T16:00:00-04:00,2017-09-06T16:00:00-04:00,2017-09-08T16:00:00-04:00,162.7100,164.5200,159.0900,159.0900,1.8100,481.90,266.2416,592.3389,266.2416,96379.46,963.79,8.57,955.23,97334.69,true,target_hit,7.3846,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,18,a68fd77b8f6c4380,a68fd77b8f6c4380:baseline,short,2017-11-15T16:00:00-05:00,2017-11-16T16:00:00-05:00,2017-12-15T16:00:00-05:00,171.1800,176.2400,161.0600,173.9700,5.0600,486.67,96.1805,568.6101,96.1805,97334.69,-268.34,3.32,-271.66,97063.02,false,max_holding_exit,107.0769,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,19,d27b5466ef928109,d27b5466ef928109:baseline,short,2018-06-13T16:00:00-04:00,2018-06-14T16:00:00-04:00,2018-06-19T16:00:00-04:00,191.5500,194.2000,186.2500,186.2500,2.6500,485.32,183.1378,506.7242,183.1378,97063.02,970.63,6.92,963.71,98026.73,true,target_hit,18.4615,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,20,2c76619a1bc2b908,2c76619a1bc2b908:baseline,short,2019-02-07T16:00:00-05:00,2019-02-08T16:00:00-05:00,2019-02-25T16:00:00-05:00,168.9900,175.0800,156.8100,175.0800,6.0900,490.13,80.4817,580.0742,80.4817,98026.73,-490.13,2.77,-492.90,97533.83,false,stop_hit,62.7692,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,21,9ffc07366d0c059e,9ffc07366d0c059e:baseline,short,2019-04-25T16:00:00-04:00,2019-04-26T16:00:00-04:00,2019-04-30T16:00:00-04:00,204.9000,207.7500,199.2000,199.2000,2.8500,487.67,171.1120,476.0070,171.1120,97533.83,975.34,6.91,968.42,98502.25,true,target_hit,14.7692,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,22,4e1e3c7506bb36ed,4e1e3c7506bb36ed:baseline,long,2019-05-15T16:00:00-04:00,2019-05-16T16:00:00-04:00,2019-05-20T16:00:00-04:00,189.9100,182.8500,204.0300,182.8500,7.0600,492.51,69.7608,518.6786,69.7608,98502.25,-492.51,2.60,-495.11,98007.14,false,stop_hit,14.7692,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,23,78b708f21d157445,78b708f21d157445:baseline,long,2019-06-04T16:00:00-04:00,2019-06-05T16:00:00-04:00,2019-07-01T16:00:00-04:00,184.2800,174.9900,202.8600,202.8600,9.2900,490.04,52.7487,531.8382,52.7487,98007.14,980.07,2.04,978.03,98985.17,true,target_hit,96.0000,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,24,1a776ae09e173a10,1a776ae09e173a10:baseline,short,2019-10-02T16:00:00-04:00,2019-10-03T16:00:00-04:00,2019-10-04T16:00:00-04:00,218.4300,226.4200,202.4500,226.4200,7.9900,494.93,61.9432,453.1666,61.9432,98985.17,-494.93,2.76,-497.68,98487.49,false,stop_hit,3.6923,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,25,04ac5d0efe8a9dfb,04ac5d0efe8a9dfb:baseline,short,2019-10-29T16:00:00-04:00,2019-10-30T16:00:00-04:00,2019-10-31T16:00:00-04:00,244.7600,246.7300,240.8200,246.7300,1.9700,492.44,249.9683,402.3839,249.9683,98487.49,-492.44,12.29,-504.72,97982.77,false,stop_hit,3.6923,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,26,ddcc73db46608978,ddcc73db46608978:baseline,short,2019-11-20T16:00:00-05:00,2019-11-21T16:00:00-05:00,2019-11-27T16:00:00-05:00,263.6900,267.4300,256.2100,267.4300,3.7400,489.91,130.9930,371.5832,130.9930,97982.77,-489.91,6.96,-496.87,97485.90,false,stop_hit,22.1538,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,27,254d91a8f2894a65,254d91a8f2894a65:baseline,short,2020-01-31T16:00:00-05:00,2020-02-03T16:00:00-05:00,2020-02-28T16:00:00-05:00,304.3000,327.8500,257.2000,257.2000,23.5500,487.43,20.6976,320.3611,20.6976,97485.90,974.86,1.16,973.70,98459.59,true,target_hit,92.3077,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,28,32f84b0cd33237db,32f84b0cd33237db:baseline,short,2020-07-23T16:00:00-04:00,2020-07-24T16:00:00-04:00,2020-07-31T16:00:00-04:00,363.9500,399.8200,292.2100,399.8200,35.8700,492.30,13.7245,270.5305,13.7245,98459.59,-492.30,1.05,-493.35,97966.25,false,stop_hit,25.8462,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,29,aaaa707320ce264b,aaaa707320ce264b:baseline,short,2020-12-09T16:00:00-05:00,2020-12-10T16:00:00-05:00,2020-12-15T16:00:00-05:00,120.5000,125.3900,110.7200,125.3900,4.8900,489.83,100.1700,812.9979,100.1700,97966.25,-489.83,2.46,-492.29,97473.95,false,stop_hit,18.4615,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,30,1e2f568eba2b7c9f,1e2f568eba2b7c9f:baseline,long,2021-03-15T16:00:00-04:00,2021-03-16T16:00:00-04:00,2021-04-14T16:00:00-04:00,125.7000,116.2100,144.6800,132.0300,9.4900,487.37,51.3561,775.4491,51.3561,97473.95,325.08,1.32,323.76,97797.71,true,max_holding_exit,107.0769,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,31,86cef2b009d237b0,86cef2b009d237b0:baseline,short,2021-04-20T16:00:00-04:00,2021-04-21T16:00:00-04:00,2021-04-23T16:00:00-04:00,132.3600,135.0000,127.0800,135.0000,2.6400,488.99,185.2229,738.8766,185.2229,97797.71,-488.99,4.95,-493.94,97303.77,false,stop_hit,7.3846,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,32,1a6814d49ba2ddec,1a6814d49ba2ddec:baseline,short,2021-07-27T16:00:00-04:00,2021-07-28T16:00:00-04:00,2021-08-16T16:00:00-04:00,144.8100,150.0000,134.4300,150.0000,5.1900,486.52,93.7416,671.9410,93.7416,97303.77,-486.52,2.76,-489.28,96814.49,false,stop_hit,70.1538,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,33,fefcd19f90e66630,fefcd19f90e66630:baseline,short,2021-12-31T16:00:00-05:00,2022-01-03T16:00:00-05:00,2022-01-03T16:00:00-05:00,177.8300,182.1300,169.2300,182.1300,4.3000,484.07,112.5750,544.4216,112.5750,96814.49,-484.07,4.05,-488.12,96326.37,false,stop_hit,0.0000,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,34,b54783862a6f0bc3,b54783862a6f0bc3:baseline,short,2022-03-31T16:00:00-04:00,2022-04-01T16:00:00-04:00,2022-04-18T16:00:00-04:00,174.0300,179.0100,164.0700,164.0700,4.9800,481.63,96.7132,553.5044,96.7132,96326.37,963.26,3.27,959.99,97286.36,true,target_hit,62.7692,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,35,eae380ff2d034916,eae380ff2d034916:baseline,long,2022-05-23T16:00:00-04:00,2022-05-24T16:00:00-04:00,2022-05-27T16:00:00-04:00,140.8050,136.6000,149.2150,149.2150,4.2050,486.43,115.6794,690.9297,115.6794,97286.36,972.86,3.35,969.51,98255.87,true,target_hit,11.0769,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,36,7d590ba2234b555c,7d590ba2234b555c:baseline,short,2022-07-18T16:00:00-04:00,2022-07-19T16:00:00-04:00,2022-07-20T16:00:00-04:00,147.9200,151.7400,140.2800,151.7400,3.8200,491.28,128.6072,664.2501,128.6072,98255.87,-491.28,3.85,-495.13,97760.73,false,stop_hit,3.6923,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,37,51190b2e69fc9df5,51190b2e69fc9df5:baseline,short,2022-08-19T16:00:00-04:00,2022-08-22T16:00:00-04:00,2022-09-01T16:00:00-04:00,169.6900,176.1500,156.7700,156.7700,6.4600,488.80,75.6662,576.1137,75.6662,97760.73,977.61,2.47,975.14,98735.87,true,target_hit,36.9231,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,38,e7ea439b3bc812c1,e7ea439b3bc812c1:baseline,long,2022-09-19T16:00:00-04:00,2022-09-20T16:00:00-04:00,2022-09-21T16:00:00-04:00,153.4000,150.8000,158.6000,158.6000,2.6000,493.68,189.8767,643.6498,189.8767,98735.87,987.36,5.92,981.43,99717.31,true,target_hit,3.6923,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,39,cc399e01ccff661b,cc399e01ccff661b:baseline,long,2022-11-10T16:00:00-05:00,2022-11-11T16:00:00-05:00,2022-12-12T16:00:00-05:00,145.8200,134.3700,168.7200,144.4900,11.4500,498.59,43.5447,683.8383,43.5447,99717.31,-57.91,1.26,-59.18,99658.13,false,max_holding_exit,114.4615,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,40,ecfeac339ae235d2,ecfeac339ae235d2:baseline,long,2023-01-06T16:00:00-05:00,2023-01-09T16:00:00-05:00,2023-01-23T16:00:00-05:00,130.4650,124.1700,143.0550,143.0550,6.2950,498.29,79.1566,763.8687,79.1566,99658.13,996.58,2.17,994.42,100652.54,true,target_hit,51.6923,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,41,f8f1631ed125675d,f8f1631ed125675d:baseline,short,2023-11-24T16:00:00-05:00,2023-11-27T16:00:00-05:00,2023-11-29T16:00:00-05:00,189.9200,191.9100,185.9400,191.9100,1.9900,503.26,252.8958,529.9734,252.8958,100652.54,-503.26,9.66,-512.92,100139.62,false,stop_hit,7.3846,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,42,99b3ab962c9b0995,99b3ab962c9b0995:baseline,short,2024-05-22T16:00:00-04:00,2024-05-23T16:00:00-04:00,2024-05-23T16:00:00-04:00,190.9800,191.9200,189.1000,189.1000,0.9400,500.70,532.6576,524.3461,524.3461,100139.62,985.77,19.93,965.84,101105.47,true,target_hit,0.0000,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,43,ec1e960eedb40346,ec1e960eedb40346:baseline,short,2024-06-06T16:00:00-04:00,2024-06-07T16:00:00-04:00,2024-06-07T16:00:00-04:00,194.6500,195.3200,193.3100,195.3200,0.6700,505.53,754.5184,519.4219,519.4219,101105.47,-348.01,20.26,-368.27,100737.20,false,stop_hit,0.0000,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
M10-PA-004,AAPL,1d,baseline,44,8de42834d22324a2,8de42834d22324a2:baseline,short,2024-06-21T16:00:00-04:00,2024-06-24T16:00:00-04:00,2024-07-02T16:00:00-04:00,207.7200,220.2000,182.7600,220.2000,12.4800,503.69,40.3595,484.9663,40.3595,100737.20,-503.69,1.73,-505.41,100231.78,false,stop_hit,29.5385,m12_23_tightened_detector_small_pilot,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_detector_tightening_summary.json,reports/strategy_lab/m10_price_action_strategy_refresh/visual_detectors/m12_23/m12_23_tightened_detector_events.jsonl,
