strategy_id,symbol,timeframe,direction,signal_timestamp,entry_timestamp,entry_price,stop_price,target_price,risk_per_share,exit_timestamp,exit_price,exit_reason,gross_r,baseline_net_r,setup_notes
M10-PA-002,SPY,5m,short,2024-04-01T11:20:00-04:00,2024-04-01T11:25:00-04:00,521.830,521.940,521.610,0.110,2024-04-01T11:25:00-04:00,521.940,stop_hit,-1.0000,-1.9489,breakout_follow_through
M10-PA-002,SPY,5m,short,2024-04-01T11:55:00-04:00,2024-04-01T12:00:00-04:00,521.100,521.915,519.470,0.815,2024-04-01T12:15:00-04:00,521.915,stop_hit,-1.0000,-1.1280,breakout_follow_through
M10-PA-002,SPY,5m,short,2024-04-02T09:35:00-04:00,2024-04-02T09:40:00-04:00,517.510,518.460,515.610,0.950,2024-04-02T15:05:00-04:00,518.460,stop_hit,-1.0000,-1.1090,breakout_follow_through
M10-PA-002,SPY,5m,short,2024-04-02T09:40:00-04:00,2024-04-02T09:45:00-04:00,517.480,517.970,516.500,0.490,2024-04-02T10:00:00-04:00,517.970,stop_hit,-1.0000,-1.2113,breakout_follow_through
M10-PA-002,SPY,5m,short,2024-04-02T10:15:00-04:00,2024-04-02T10:20:00-04:00,516.820,517.251,515.958,0.431,2024-04-02T10:20:00-04:00,517.251,stop_hit,-1.0000,-1.2399,breakout_follow_through
M10-PA-002,SPY,5m,long,2024-04-02T12:55:00-04:00,2024-04-02T13:00:00-04:00,517.980,517.420,519.100,0.560,2024-04-02T13:35:00-04:00,517.420,stop_hit,-1.0000,-1.1849,breakout_follow_through
M10-PA-002,SPY,5m,long,2024-04-02T15:05:00-04:00,2024-04-02T15:10:00-04:00,518.350,517.730,519.590,0.620,2024-04-03T09:30:00-04:00,517.730,stop_hit,-1.0000,-1.1671,breakout_follow_through
M10-PA-002,SPY,5m,long,2024-04-03T10:05:00-04:00,2024-04-03T10:10:00-04:00,519.550,518.420,521.810,1.130,2024-04-03T15:15:00-04:00,518.420,stop_hit,-1.0000,-1.0919,breakout_follow_through
M10-PA-002,SPY,5m,short,2024-04-03T12:05:00-04:00,2024-04-03T12:10:00-04:00,520.080,520.210,519.820,0.130,2024-04-03T12:10:00-04:00,520.210,stop_before_target_same_bar,-1.0000,-1.8002,breakout_follow_through
M10-PA-002,SPY,5m,short,2024-04-03T15:15:00-04:00,2024-04-03T15:20:00-04:00,518.660,519.875,516.230,1.215,2024-04-04T09:30:00-04:00,519.875,stop_hit,-1.0000,-1.0855,breakout_follow_through
