trade_id,session_key,split,direction,filter_state,breakout_timestamp,follow_through_timestamp,entry_timestamp,exit_timestamp,time_bucket,raw_entry_price,executed_entry_price,stop_price,target_price,exit_price,executed_exit_price,risk_per_share,quantity,pnl_per_share,pnl_cash,pnl_r,equity_after_close,exit_reason
PA-SC-002-2026-03-10-02,2026-03-10,in_sample,short,neutral,2026-03-10T15:25:00-04:00,2026-03-10T15:30:00-04:00,2026-03-10T15:35:00-04:00,2026-03-10T15:55:00-04:00,late_1330_1600,677.0400,676.9623,678.6500,675.4300,677.0500,677.1277,1.6100,37,-0.1654,-6.1198,-0.1027,25274.9290,session_close
PA-SC-002-2026-03-13-01,2026-03-13,in_sample,short,neutral,2026-03-13T10:40:00-04:00,2026-03-13T10:50:00-04:00,2026-03-13T10:55:00-04:00,2026-03-13T11:35:00-04:00,open_0930_1100,666.5100,666.4333,668.8900,664.1300,664.1300,664.2064,2.3800,37,2.2269,82.3953,0.9357,25357.3243,target_hit
PA-SC-002-2026-03-13-02,2026-03-13,in_sample,long,neutral,2026-03-13T14:30:00-04:00,2026-03-13T14:40:00-04:00,2026-03-13T14:45:00-04:00,2026-03-13T15:20:00-04:00,late_1330_1600,664.4100,664.4864,663.0900,665.7300,663.0900,663.0137,1.3200,38,-1.4727,-55.9626,-1.1157,25301.3617,stop_hit
PA-SC-002-2026-03-13-03,2026-03-13,in_sample,short,neutral,2026-03-13T15:25:00-04:00,2026-03-13T15:35:00-04:00,2026-03-13T15:40:00-04:00,2026-03-13T15:55:00-04:00,late_1330_1600,661.8000,661.7238,662.7800,660.8200,662.3000,662.3762,0.9800,38,-0.6524,-24.7912,-0.6657,25276.5705,session_close
PA-SC-002-2026-03-16-01,2026-03-16,in_sample,short,neutral,2026-03-16T10:30:00-04:00,2026-03-16T10:35:00-04:00,2026-03-16T10:40:00-04:00,2026-03-16T11:30:00-04:00,open_0930_1100,668.4000,668.3232,670.3600,666.4400,670.3600,670.4370,1.9600,37,-2.1138,-78.2106,-1.0785,25198.3599,stop_hit
PA-SC-002-2026-03-16-02,2026-03-16,in_sample,long,neutral,2026-03-16T14:05:00-04:00,2026-03-16T14:15:00-04:00,2026-03-16T14:20:00-04:00,2026-03-16T15:05:00-04:00,late_1330_1600,669.8100,669.8870,668.9900,670.6300,670.6300,670.5529,0.8200,37,0.6659,24.6383,0.8121,25222.9982,target_hit
PA-SC-002-2026-03-18-01,2026-03-18,in_sample,short,neutral,2026-03-18T10:25:00-04:00,2026-03-18T10:30:00-04:00,2026-03-18T10:35:00-04:00,2026-03-18T11:00:00-04:00,open_0930_1100,666.2400,666.1634,667.3800,665.1000,667.3800,667.4567,1.1400,37,-1.2933,-47.8521,-1.1345,25175.1461,stop_hit
PA-SC-002-2026-03-18-02,2026-03-18,in_sample,short,neutral,2026-03-18T14:50:00-04:00,2026-03-18T14:55:00-04:00,2026-03-18T15:00:00-04:00,2026-03-18T15:05:00-04:00,late_1330_1600,663.4000,663.3237,664.7100,662.0900,664.7100,664.7865,1.3100,37,-1.4628,-54.1236,-1.1166,25121.0225,stop_hit
PA-SC-002-2026-03-18-03,2026-03-18,in_sample,short,trend_supportive,2026-03-18T15:20:00-04:00,2026-03-18T15:25:00-04:00,2026-03-18T15:30:00-04:00,2026-03-18T15:40:00-04:00,late_1330_1600,662.9000,662.8237,663.4900,662.3100,662.3100,662.3862,0.5900,37,0.4375,16.1875,0.7415,25137.2100,target_hit
PA-SC-002-2026-03-19-01,2026-03-19,in_sample,long,trend_supportive,2026-03-19T14:10:00-04:00,2026-03-19T14:15:00-04:00,2026-03-19T14:20:00-04:00,2026-03-19T14:25:00-04:00,late_1330_1600,658.1900,658.2658,657.2550,659.1250,657.2550,657.1793,0.9350,38,-1.0865,-41.2870,-1.1620,25095.9230,stop_hit
PA-SC-002-2026-03-20-01,2026-03-20,validation,short,neutral,2026-03-20T13:30:00-04:00,2026-03-20T13:40:00-04:00,2026-03-20T13:45:00-04:00,2026-03-20T14:20:00-04:00,late_1330_1600,651.1400,651.0649,652.3800,649.9000,649.9000,649.9750,1.2400,38,1.0899,41.4162,0.8790,25137.3392,target_hit
PA-SC-002-2026-03-20-02,2026-03-20,validation,short,neutral,2026-03-20T14:35:00-04:00,2026-03-20T14:40:00-04:00,2026-03-20T14:45:00-04:00,2026-03-20T15:20:00-04:00,late_1330_1600,648.1600,648.0852,649.1031,647.2169,647.2169,647.2916,0.9431,38,0.7936,30.1568,0.8415,25167.4960,target_hit
PA-SC-002-2026-03-23-01,2026-03-23,validation,long,trend_supportive,2026-03-23T10:15:00-04:00,2026-03-23T10:20:00-04:00,2026-03-23T10:25:00-04:00,2026-03-23T10:45:00-04:00,open_0930_1100,661.7900,661.8662,660.0800,663.5000,660.0800,660.0040,1.7100,38,-1.8622,-70.7636,-1.0890,25096.7324,stop_hit
PA-SC-002-2026-03-23-02,2026-03-23,validation,long,neutral,2026-03-23T13:30:00-04:00,2026-03-23T13:35:00-04:00,2026-03-23T13:40:00-04:00,2026-03-23T15:55:00-04:00,late_1330_1600,657.8100,657.8858,655.2500,660.3700,655.3700,655.2945,2.5600,38,-2.5913,-98.4694,-1.0122,24998.2630,session_close
PA-SC-002-2026-03-24-01,2026-03-24,validation,short,neutral,2026-03-24T15:30:00-04:00,2026-03-24T15:40:00-04:00,2026-03-24T15:45:00-04:00,2026-03-24T15:50:00-04:00,late_1330_1600,653.8200,653.7446,654.7850,652.8550,652.8550,652.9303,0.9650,38,0.8143,30.9434,0.8438,25029.2064,target_hit
PA-SC-002-2026-03-26-01,2026-03-26,validation,short,neutral,2026-03-26T13:40:00-04:00,2026-03-26T13:45:00-04:00,2026-03-26T13:50:00-04:00,2026-03-26T13:55:00-04:00,late_1330_1600,647.5700,647.4952,648.5100,646.6300,646.6300,646.7047,0.9400,38,0.7905,30.0390,0.8410,25059.2454,target_hit
PA-SC-002-2026-03-26-02,2026-03-26,validation,short,neutral,2026-03-26T15:30:00-04:00,2026-03-26T15:35:00-04:00,2026-03-26T15:40:00-04:00,2026-03-26T15:45:00-04:00,late_1330_1600,645.8300,645.7554,646.2800,645.3800,645.3800,645.4545,0.4500,38,0.3009,11.4342,0.6687,25070.6796,target_hit
PA-SC-002-2026-03-27-01,2026-03-27,validation,short,neutral,2026-03-27T14:00:00-04:00,2026-03-27T14:05:00-04:00,2026-03-27T14:10:00-04:00,2026-03-27T14:20:00-04:00,late_1330_1600,635.4150,635.3415,636.3150,634.5150,636.3150,636.3886,0.9000,39,-1.0471,-40.8369,-1.1634,25029.8427,stop_hit
PA-SC-002-2026-03-27-02,2026-03-27,validation,short,neutral,2026-03-27T14:50:00-04:00,2026-03-27T15:00:00-04:00,2026-03-27T15:05:00-04:00,2026-03-27T15:45:00-04:00,late_1330_1600,634.7900,634.7165,635.8800,633.7000,633.7000,633.7734,1.0900,39,0.9431,36.7809,0.8652,25066.6236,target_hit
PA-SC-002-2026-03-30-01,2026-03-30,validation,long,neutral,2026-03-30T10:55:00-04:00,2026-03-30T11:00:00-04:00,2026-03-30T11:05:00-04:00,2026-03-30T11:15:00-04:00,open_0930_1100,638.3800,638.4538,635.8800,640.8800,635.8800,635.8064,2.5000,39,-2.6474,-103.2486,-1.0590,24963.3750,stop_hit
PA-SC-002-2026-03-30-02,2026-03-30,validation,short,neutral,2026-03-30T14:50:00-04:00,2026-03-30T15:00:00-04:00,2026-03-30T15:05:00-04:00,2026-03-30T15:05:00-04:00,late_1330_1600,631.5100,631.4368,632.3200,630.7000,630.7000,630.7731,0.8100,39,0.6637,25.8843,0.8194,24989.2593,target_hit
PA-SC-002-2026-03-30-03,2026-03-30,validation,short,neutral,2026-03-30T15:10:00-04:00,2026-03-30T15:20:00-04:00,2026-03-30T15:25:00-04:00,2026-03-30T15:35:00-04:00,late_1330_1600,629.8601,629.7871,630.5500,629.1702,630.5500,630.6231,0.6899,39,-0.8360,-32.6040,-1.2118,24956.6553,stop_hit
PA-SC-002-2026-03-30-04,2026-03-30,validation,long,neutral,2026-03-30T15:40:00-04:00,2026-03-30T15:45:00-04:00,2026-03-30T15:50:00-04:00,2026-03-30T15:50:00-04:00,late_1330_1600,631.0900,631.1631,630.2000,631.9800,631.9800,631.9068,0.8900,39,0.7437,29.0043,0.8356,24985.6596,target_hit
PA-SC-002-2026-03-31-01,2026-03-31,validation,short,neutral,2026-03-31T10:40:00-04:00,2026-03-31T10:45:00-04:00,2026-03-31T10:50:00-04:00,2026-03-31T11:10:00-04:00,open_0930_1100,639.4100,639.3361,641.5200,637.3000,641.5200,641.5942,2.1100,39,-2.2581,-88.0659,-1.0702,24897.5937,stop_hit
PA-SC-002-2026-03-31-02,2026-03-31,validation,long,neutral,2026-03-31T15:35:00-04:00,2026-03-31T15:45:00-04:00,2026-03-31T15:50:00-04:00,2026-03-31T15:55:00-04:00,late_1330_1600,650.8800,650.9551,649.6500,652.1100,649.6500,649.5750,1.2300,38,-1.3801,-52.4438,-1.1220,24845.1499,stop_hit
PA-SC-002-2026-04-01-01,2026-04-01,validation,short,neutral,2026-04-01T13:45:00-04:00,2026-04-01T13:50:00-04:00,2026-04-01T13:55:00-04:00,2026-04-01T13:55:00-04:00,late_1330_1600,657.5500,657.4742,658.0370,657.0630,657.0630,657.1387,0.4870,37,0.3355,12.4135,0.6889,24857.5634,target_hit
PA-SC-002-2026-04-01-02,2026-04-01,validation,short,trend_supportive,2026-04-01T14:00:00-04:00,2026-04-01T14:05:00-04:00,2026-04-01T14:10:00-04:00,2026-04-01T14:15:00-04:00,late_1330_1600,656.1000,656.0244,656.9500,655.2500,655.2500,655.3255,0.8500,37,0.6989,25.8593,0.8222,24883.4227,target_hit
PA-SC-002-2026-04-01-03,2026-04-01,validation,short,trend_supportive,2026-04-01T14:20:00-04:00,2026-04-01T14:30:00-04:00,2026-04-01T14:35:00-04:00,2026-04-01T14:40:00-04:00,late_1330_1600,654.0100,653.9346,655.2400,652.7800,655.2400,655.3155,1.2300,38,-1.3809,-52.4742,-1.1227,24830.9485,stop_hit
PA-SC-002-2026-04-01-04,2026-04-01,validation,long,neutral,2026-04-01T15:15:00-04:00,2026-04-01T15:20:00-04:00,2026-04-01T15:25:00-04:00,2026-04-01T15:40:00-04:00,late_1330_1600,655.6950,655.7706,654.9600,656.4300,656.4300,656.3544,0.7350,37,0.5838,21.6006,0.7943,24852.5491,target_hit
PA-SC-002-2026-04-06-01,2026-04-06,out_of_sample,long,neutral,2026-04-06T14:15:00-04:00,2026-04-06T14:20:00-04:00,2026-04-06T14:25:00-04:00,2026-04-06T15:55:00-04:00,late_1330_1600,658.3900,658.4658,657.2700,659.5100,658.8700,658.7941,1.1200,37,0.3283,12.1471,0.2931,24864.6962,session_close
PA-SC-002-2026-04-07-01,2026-04-07,out_of_sample,short,neutral,2026-04-07T10:55:00-04:00,2026-04-07T11:00:00-04:00,2026-04-07T11:05:00-04:00,2026-04-07T11:15:00-04:00,open_0930_1100,651.8600,651.7848,653.7600,649.9600,653.7600,653.8354,1.9000,38,-2.0506,-77.9228,-1.0793,24786.7734,stop_hit
PA-SC-002-2026-04-07-02,2026-04-07,out_of_sample,short,neutral,2026-04-07T14:40:00-04:00,2026-04-07T14:45:00-04:00,2026-04-07T14:50:00-04:00,2026-04-07T14:55:00-04:00,late_1330_1600,655.0200,654.9445,656.0500,653.9900,653.9900,654.0654,1.0300,37,0.8791,32.5267,0.8535,24819.3001,target_hit
PA-SC-002-2026-04-08-01,2026-04-08,out_of_sample,short,neutral,2026-04-08T10:30:00-04:00,2026-04-08T10:35:00-04:00,2026-04-08T10:40:00-04:00,2026-04-08T10:55:00-04:00,open_0930_1100,673.3209,673.2436,674.3600,672.2818,672.2818,672.3590,1.0391,36,0.8846,31.8456,0.8513,24851.1457,target_hit
PA-SC-002-2026-04-08-02,2026-04-08,out_of_sample,long,neutral,2026-04-08T13:55:00-04:00,2026-04-08T14:00:00-04:00,2026-04-08T14:05:00-04:00,2026-04-08T14:15:00-04:00,late_1330_1600,676.2200,676.2976,675.5600,676.8800,675.5600,675.4824,0.6600,36,-0.8152,-29.3472,-1.2352,24821.7985,stop_hit
PA-SC-002-2026-04-08-03,2026-04-08,out_of_sample,short,neutral,2026-04-08T14:40:00-04:00,2026-04-08T14:45:00-04:00,2026-04-08T14:50:00-04:00,2026-04-08T14:55:00-04:00,late_1330_1600,673.8250,673.7476,674.6000,673.0500,673.0500,673.1273,0.7750,36,0.6203,22.3308,0.8004,24844.1293,target_hit
PA-SC-002-2026-04-08-04,2026-04-08,out_of_sample,long,neutral,2026-04-08T15:30:00-04:00,2026-04-08T15:35:00-04:00,2026-04-08T15:40:00-04:00,2026-04-08T15:55:00-04:00,late_1330_1600,674.7900,674.8675,673.4800,676.1000,675.8800,675.8024,1.3100,36,0.9349,33.6564,0.7137,24877.7857,session_close
PA-SC-002-2026-04-09-01,2026-04-09,out_of_sample,long,neutral,2026-04-09T10:50:00-04:00,2026-04-09T10:55:00-04:00,2026-04-09T11:00:00-04:00,2026-04-09T11:00:00-04:00,open_0930_1100,675.3100,675.3875,674.6800,675.9400,674.6800,674.6025,0.6300,36,-0.7850,-28.2600,-1.2460,24849.5257,stop_hit
PA-SC-002-2026-04-10-01,2026-04-10,out_of_sample,long,neutral,2026-04-10T13:50:00-04:00,2026-04-10T13:55:00-04:00,2026-04-10T14:00:00-04:00,2026-04-10T14:00:00-04:00,late_1330_1600,679.4500,679.5279,679.2194,679.6806,679.2194,679.1415,0.2306,36,-0.3864,-13.9104,-1.6756,24835.6153,stop_hit
PA-SC-002-2026-04-10-02,2026-04-10,out_of_sample,long,neutral,2026-04-10T15:00:00-04:00,2026-04-10T15:10:00-04:00,2026-04-10T15:15:00-04:00,2026-04-10T15:35:00-04:00,late_1330_1600,679.9500,680.0280,679.2800,680.6200,679.2800,679.2021,0.6700,36,-0.8259,-29.7324,-1.2327,24805.8829,stop_hit
PA-SC-002-2026-04-13-01,2026-04-13,out_of_sample,long,neutral,2026-04-13T10:50:00-04:00,2026-04-13T10:55:00-04:00,2026-04-13T11:00:00-04:00,2026-04-13T11:25:00-04:00,open_0930_1100,680.5300,680.6081,679.4900,681.5700,679.4900,679.4121,1.0400,36,-1.1960,-43.0560,-1.1500,24762.8269,stop_hit
PA-SC-002-2026-04-13-02,2026-04-13,out_of_sample,long,neutral,2026-04-13T14:40:00-04:00,2026-04-13T14:45:00-04:00,2026-04-13T14:50:00-04:00,2026-04-13T15:20:00-04:00,late_1330_1600,683.1000,683.1783,682.5300,683.6700,683.6700,683.5916,0.5700,36,0.4133,14.8788,0.7251,24777.7057,target_hit
PA-SC-002-2026-04-14-01,2026-04-14,out_of_sample,long,trend_supportive,2026-04-14T10:05:00-04:00,2026-04-14T10:10:00-04:00,2026-04-14T10:15:00-04:00,2026-04-14T11:25:00-04:00,open_0930_1100,690.8700,690.9491,689.5700,692.1700,692.1700,692.0908,1.3000,35,1.1417,39.9595,0.8782,24817.6652,target_hit
PA-SC-002-2026-04-14-02,2026-04-14,out_of_sample,long,neutral,2026-04-14T15:00:00-04:00,2026-04-14T15:05:00-04:00,2026-04-14T15:10:00-04:00,2026-04-14T15:20:00-04:00,late_1330_1600,693.3750,693.4543,692.6800,694.0700,694.0700,693.9906,0.6950,35,0.5363,18.7705,0.7717,24836.4357,target_hit
PA-SC-002-2026-04-15-01,2026-04-15,out_of_sample,long,neutral,2026-04-15T10:20:00-04:00,2026-04-15T10:25:00-04:00,2026-04-15T10:30:00-04:00,2026-04-15T12:55:00-04:00,open_0930_1100,696.9200,696.9997,695.8600,697.9800,695.8600,695.7804,1.0600,35,-1.2193,-42.6755,-1.1503,24793.7602,stop_hit
PA-SC-002-2026-04-15-02,2026-04-15,out_of_sample,long,neutral,2026-04-15T14:30:00-04:00,2026-04-15T14:40:00-04:00,2026-04-15T14:45:00-04:00,2026-04-15T14:50:00-04:00,late_1330_1600,698.8900,698.9699,698.4700,699.3100,699.3100,699.2301,0.4200,35,0.2602,9.1070,0.6195,24802.8672,target_hit
PA-SC-002-2026-04-16-01,2026-04-16,out_of_sample,long,neutral,2026-04-16T10:45:00-04:00,2026-04-16T10:50:00-04:00,2026-04-16T10:55:00-04:00,2026-04-16T11:05:00-04:00,open_0930_1100,700.0700,700.1500,699.3600,700.7800,700.7800,700.6999,0.7100,35,0.5499,19.2465,0.7745,24822.1137,target_hit
PA-SC-002-2026-04-16-02,2026-04-16,out_of_sample,long,neutral,2026-04-16T15:35:00-04:00,2026-04-16T15:45:00-04:00,2026-04-16T15:50:00-04:00,2026-04-16T15:55:00-04:00,late_1330_1600,701.6300,701.7102,701.0500,702.2100,701.5500,701.4698,0.5800,35,-0.2404,-8.4140,-0.4145,24813.6997,session_close
PA-SC-002-2026-04-17-01,2026-04-17,out_of_sample,long,neutral,2026-04-17T10:00:00-04:00,2026-04-17T10:05:00-04:00,2026-04-17T10:10:00-04:00,2026-04-17T10:30:00-04:00,open_0930_1100,709.1400,709.2209,708.1400,710.1400,710.1400,710.0590,1.0000,34,0.8381,28.4954,0.8381,24842.1951,target_hit
PA-SC-002-2026-04-17-02,2026-04-17,out_of_sample,long,neutral,2026-04-17T10:40:00-04:00,2026-04-17T10:45:00-04:00,2026-04-17T10:50:00-04:00,2026-04-17T10:55:00-04:00,open_0930_1100,711.2400,711.3211,710.2800,712.2000,710.2800,710.1990,0.9600,34,-1.1221,-38.1514,-1.1689,24804.0437,stop_hit
PA-SC-002-2026-04-17-03,2026-04-17,out_of_sample,long,neutral,2026-04-17T15:35:00-04:00,2026-04-17T15:40:00-04:00,2026-04-17T15:45:00-04:00,2026-04-17T15:55:00-04:00,late_1330_1600,710.2900,710.3710,709.5500,711.0300,710.0500,709.9690,0.7400,34,-0.4020,-13.6680,-0.5432,24790.3757,session_close
