session_key,split,breakout_timestamp,direction,prior_level,filter_state,breakout_body_ratio,breakout_close_ratio,breakout_avg_body_multiple,filter_displacement_ratio,filter_flip_count,filter_doji_count,status,reason_code,time_bucket
2026-03-27,validation,2026-03-27T12:05:00-04:00,short,639.7900,trend_supportive,0.8890,0.9778,1.8677,0.7660,2,0,executed,executed,midday_1100_1330
2026-03-27,validation,2026-03-27T13:15:00-04:00,short,638.1200,neutral,0.7536,0.8116,1.1556,0.1215,3,1,executed,executed,midday_1100_1330
2026-03-27,validation,2026-03-27T13:40:00-04:00,short,636.5900,trend_supportive,0.7385,0.8000,1.0088,0.7894,2,0,skipped,no_follow_through,late_1330_1600
2026-03-27,validation,2026-03-27T13:55:00-04:00,short,636.2100,neutral,0.4828,0.6724,0.7943,0.8603,2,2,skipped,weak_breakout_bar,late_1330_1600
2026-03-27,validation,2026-03-27T14:00:00-04:00,short,635.9400,neutral,0.5586,0.9072,1.0995,0.3740,1,2,executed,executed,late_1330_1600
2026-03-27,validation,2026-03-27T14:50:00-04:00,short,635.4600,neutral,0.4478,0.7463,1.5451,0.3399,4,4,executed,executed,late_1330_1600
2026-03-30,validation,2026-03-30T10:40:00-04:00,short,635.2400,range_veto,0.6093,0.8742,2.6161,0.1656,5,2,skipped,range_veto,open_0930_1100
2026-03-30,validation,2026-03-30T10:55:00-04:00,long,636.9500,neutral,0.7456,0.9586,2.6159,0.0225,3,2,executed,executed,open_0930_1100
2026-03-30,validation,2026-03-30T12:20:00-04:00,short,635.9800,neutral,0.4375,0.7875,0.7678,0.6593,3,2,skipped,weak_breakout_bar,midday_1100_1330
2026-03-30,validation,2026-03-30T12:25:00-04:00,short,635.6300,trend_supportive,0.7657,0.8690,1.1290,0.9261,2,1,skipped,returned_to_range,midday_1100_1330
2026-03-30,validation,2026-03-30T13:00:00-04:00,short,634.9850,neutral,0.4109,0.9604,1.8722,0.0293,2,1,skipped,weak_breakout_bar,midday_1100_1330
2026-03-30,validation,2026-03-30T13:10:00-04:00,short,634.7950,neutral,0.8095,0.9143,3.0357,0.4265,3,1,executed,executed,midday_1100_1330
2026-03-30,validation,2026-03-30T14:45:00-04:00,short,632.2600,neutral,0.4196,0.8839,0.7622,0.5532,3,2,skipped,weak_breakout_bar,late_1330_1600
2026-03-30,validation,2026-03-30T14:50:00-04:00,short,632.1800,neutral,0.5956,0.6985,1.3029,0.8087,2,2,executed,executed,late_1330_1600
2026-03-30,validation,2026-03-30T15:10:00-04:00,short,630.4100,neutral,0.5683,0.6557,1.5369,0.8670,0,2,executed,executed,late_1330_1600
2026-03-30,validation,2026-03-30T15:40:00-04:00,long,630.6999,neutral,0.5805,0.6034,1.5806,0.1690,3,2,executed,executed,late_1330_1600
2026-03-31,validation,2026-03-31T10:40:00-04:00,short,640.8400,neutral,0.5345,0.8119,1.8651,0.0753,1,1,executed,executed,open_0930_1100
2026-03-31,validation,2026-03-31T11:55:00-04:00,short,639.9200,neutral,0.7506,0.9107,2.4319,0.5556,3,2,skipped,returned_to_range,midday_1100_1330
2026-03-31,validation,2026-03-31T12:05:00-04:00,long,641.2900,range_veto,0.7196,0.7196,1.7435,0.0480,4,1,skipped,range_veto,midday_1100_1330
2026-03-31,validation,2026-03-31T12:20:00-04:00,long,641.9200,neutral,0.8942,1.0000,1.8815,0.4542,4,2,executed,executed,midday_1100_1330
2026-03-31,validation,2026-03-31T12:40:00-04:00,long,644.9400,neutral,0.4679,0.4915,2.8350,0.7761,3,1,skipped,weak_breakout_bar,midday_1100_1330
2026-03-31,validation,2026-03-31T14:35:00-04:00,long,648.2400,neutral,0.5806,0.6935,1.9243,0.3901,5,2,skipped,returned_to_range,late_1330_1600
2026-03-31,validation,2026-03-31T15:00:00-04:00,long,648.9000,neutral,0.5067,0.6122,0.9510,0.5529,4,2,skipped,returned_to_range,late_1330_1600
2026-03-31,validation,2026-03-31T15:15:00-04:00,long,649.2300,neutral,0.2464,0.4348,0.4181,0.8060,4,1,skipped,weak_breakout_bar,late_1330_1600
2026-03-31,validation,2026-03-31T15:35:00-04:00,long,650.0200,neutral,0.7684,0.8316,1.7762,0.3812,3,1,executed,executed,late_1330_1600
2026-04-01,validation,2026-04-01T10:50:00-04:00,long,656.3600,neutral,0.2991,0.7045,0.7405,0.5252,3,2,skipped,weak_breakout_bar,open_0930_1100
2026-04-01,validation,2026-04-01T11:05:00-04:00,long,656.9300,neutral,0.5500,0.8571,1.1042,0.6119,2,3,skipped,returned_to_range,midday_1100_1330
2026-04-01,validation,2026-04-01T11:35:00-04:00,long,657.0700,range_veto,0.6778,0.7238,1.9548,0.0702,4,1,skipped,range_veto,midday_1100_1330
2026-04-01,validation,2026-04-01T11:50:00-04:00,long,657.4800,range_veto,0.5179,0.8036,1.1880,0.1968,2,3,skipped,range_veto,midday_1100_1330
2026-04-01,validation,2026-04-01T11:55:00-04:00,long,657.6100,neutral,0.5200,0.5600,1.2789,0.4940,3,3,skipped,weak_breakout_bar,midday_1100_1330
2026-04-01,validation,2026-04-01T12:25:00-04:00,short,657.4000,neutral,0.5543,0.8804,0.9745,0.1079,3,2,skipped,returned_to_range,midday_1100_1330
2026-04-01,validation,2026-04-01T13:00:00-04:00,long,657.9700,neutral,0.7207,0.8970,3.0785,0.5531,3,1,skipped,no_follow_through,midday_1100_1330
2026-04-01,validation,2026-04-01T13:45:00-04:00,short,657.7300,neutral,0.5478,0.8008,1.6583,0.5823,4,1,executed,executed,late_1330_1600
2026-04-01,validation,2026-04-01T14:00:00-04:00,short,656.7700,trend_supportive,0.6459,0.7626,2.7514,0.9102,2,1,executed,executed,late_1330_1600
2026-04-01,validation,2026-04-01T14:20:00-04:00,short,654.5400,trend_supportive,0.6439,0.8333,1.7289,0.8157,2,1,executed,executed,late_1330_1600
2026-04-01,validation,2026-04-01T15:15:00-04:00,long,655.3643,neutral,0.5682,0.9015,1.7928,0.2674,1,2,executed,executed,late_1330_1600
2026-04-02,validation,2026-04-02T10:30:00-04:00,long,651.1000,range_veto,0.8114,0.9211,3.5864,0.2725,4,1,skipped,range_veto,open_0930_1100
2026-04-02,validation,2026-04-02T10:35:00-04:00,long,652.3800,neutral,0.7032,0.7098,5.8618,0.8303,4,1,skipped,no_follow_through,open_0930_1100
2026-04-02,validation,2026-04-02T12:15:00-04:00,short,652.8000,neutral,0.7395,0.9664,2.2029,0.7508,2,3,skipped,no_follow_through,midday_1100_1330
2026-04-02,validation,2026-04-02T12:40:00-04:00,long,654.0000,range_veto,0.5805,0.5862,2.4717,0.1639,2,3,skipped,range_veto,midday_1100_1330
2026-04-02,validation,2026-04-02T13:45:00-04:00,short,653.8000,neutral,0.9193,0.9503,7.4000,0.0887,1,2,skipped,no_follow_through,late_1330_1600
2026-04-02,validation,2026-04-02T14:50:00-04:00,long,654.6500,neutral,0.2814,0.5325,0.6557,0.4030,3,0,skipped,weak_breakout_bar,late_1330_1600
2026-04-06,out_of_sample,2026-04-06T11:50:00-04:00,long,657.6000,range_veto,0.5775,0.8732,2.3431,0.0872,1,3,skipped,range_veto,midday_1100_1330
2026-04-06,out_of_sample,2026-04-06T12:35:00-04:00,long,658.0700,neutral,0.2295,0.3934,0.8297,0.5977,3,2,skipped,weak_breakout_bar,midday_1100_1330
2026-04-06,out_of_sample,2026-04-06T13:10:00-04:00,short,656.8150,neutral,0.6927,0.7095,5.5316,0.5280,1,4,skipped,returned_to_range,midday_1100_1330
2026-04-06,out_of_sample,2026-04-06T14:00:00-04:00,short,656.4300,neutral,0.4146,0.7317,1.0851,0.5987,1,2,skipped,returned_to_range,late_1330_1600
2026-04-06,out_of_sample,2026-04-06T14:10:00-04:00,long,657.2400,neutral,0.5304,0.5391,2.7623,0.4363,1,1,skipped,weak_breakout_bar,late_1330_1600
2026-04-06,out_of_sample,2026-04-06T14:15:00-04:00,long,657.8700,neutral,0.7000,0.8059,1.9040,0.1333,1,0,executed,executed,late_1330_1600
2026-04-07,out_of_sample,2026-04-07T10:00:00-04:00,short,654.0100,trend_supportive,0.5847,0.7944,0.6550,0.7283,2,0,skipped,weak_breakout_bar,open_0930_1100
2026-04-07,out_of_sample,2026-04-07T10:05:00-04:00,short,653.3200,trend_supportive,0.7107,0.7170,1.5283,0.7313,2,0,skipped,no_follow_through,open_0930_1100
2026-04-07,out_of_sample,2026-04-07T10:55:00-04:00,short,653.3800,neutral,0.9583,0.9583,6.3014,0.3495,4,4,executed,executed,open_0930_1100
2026-04-07,out_of_sample,2026-04-07T11:55:00-04:00,long,653.7300,neutral,0.4146,0.5203,1.5646,0.6742,1,2,skipped,weak_breakout_bar,midday_1100_1330
2026-04-07,out_of_sample,2026-04-07T12:00:00-04:00,long,654.4000,neutral,0.5047,0.5078,5.9235,0.3005,1,2,skipped,weak_breakout_bar,midday_1100_1330
2026-04-07,out_of_sample,2026-04-07T13:35:00-04:00,long,656.8500,neutral,0.4229,0.4279,2.3846,0.0657,1,1,skipped,weak_breakout_bar,late_1330_1600
2026-04-07,out_of_sample,2026-04-07T14:05:00-04:00,short,656.3600,range_veto,0.5785,0.5884,0.9204,0.0601,3,3,skipped,range_veto,late_1330_1600
2026-04-07,out_of_sample,2026-04-07T14:40:00-04:00,short,655.7900,neutral,0.5293,0.6194,1.9381,0.3246,3,3,executed,executed,late_1330_1600
2026-04-07,out_of_sample,2026-04-07T15:15:00-04:00,long,655.5100,neutral,0.8426,0.8796,6.4235,0.4862,3,1,skipped,no_follow_through,late_1330_1600
2026-04-08,out_of_sample,2026-04-08T10:30:00-04:00,short,674.0400,neutral,0.4494,0.6966,1.3994,0.4106,5,3,executed,executed,open_0930_1100
2026-04-08,out_of_sample,2026-04-08T11:35:00-04:00,long,673.8300,neutral,0.6377,0.8696,0.9247,0.0912,3,1,executed,executed,midday_1100_1330
2026-04-08,out_of_sample,2026-04-08T13:20:00-04:00,short,675.5500,range_veto,0.6234,0.8701,4.9827,0.2825,3,3,skipped,range_veto,midday_1100_1330
2026-04-08,out_of_sample,2026-04-08T13:25:00-04:00,short,675.1500,neutral,0.3788,0.6364,1.4313,0.5681,3,2,skipped,returned_to_range,midday_1100_1330
2026-04-08,out_of_sample,2026-04-08T13:55:00-04:00,long,675.7700,neutral,0.5625,0.7500,0.9193,0.3592,3,1,executed,executed,late_1330_1600
2026-04-08,out_of_sample,2026-04-08T14:40:00-04:00,short,674.3400,neutral,0.7868,0.8382,1.3785,0.8366,2,3,executed,executed,late_1330_1600
2026-04-08,out_of_sample,2026-04-08T15:30:00-04:00,long,674.4900,neutral,0.9434,0.9906,2.7279,0.3596,1,1,executed,executed,late_1330_1600
2026-04-09,out_of_sample,2026-04-09T10:15:00-04:00,short,674.6500,neutral,0.6000,0.6000,1.1934,0.7243,2,2,skipped,no_follow_through,open_0930_1100
2026-04-09,out_of_sample,2026-04-09T10:50:00-04:00,long,674.8750,neutral,0.8229,0.9792,1.4907,0.3077,4,0,executed,executed,open_0930_1100
2026-04-09,out_of_sample,2026-04-09T11:10:00-04:00,long,675.5000,neutral,0.8625,0.8750,2.7148,0.4201,3,1,executed,executed,midday_1100_1330
2026-04-09,out_of_sample,2026-04-09T11:50:00-04:00,long,678.4390,neutral,0.8071,0.9786,1.2194,0.5722,3,2,executed,executed,midday_1100_1330
2026-04-09,out_of_sample,2026-04-09T12:35:00-04:00,short,679.4400,neutral,0.5273,0.6182,0.8509,0.3474,4,2,skipped,weak_breakout_bar,midday_1100_1330
2026-04-09,out_of_sample,2026-04-09T13:00:00-04:00,long,680.1000,neutral,0.6628,1.0000,1.0885,0.0442,2,2,executed,executed,midday_1100_1330
2026-04-09,out_of_sample,2026-04-09T14:00:00-04:00,short,679.6600,range_veto,0.7448,0.7813,5.0178,0.1601,5,2,skipped,range_veto,late_1330_1600
2026-04-09,out_of_sample,2026-04-09T15:00:00-04:00,long,679.4200,range_veto,0.6072,0.8212,1.8885,0.2653,5,1,skipped,range_veto,late_1330_1600
2026-04-09,out_of_sample,2026-04-09T15:05:00-04:00,long,679.7900,neutral,0.6364,0.9697,1.3264,0.8211,4,1,skipped,returned_to_range,late_1330_1600
2026-04-09,out_of_sample,2026-04-09T15:30:00-04:00,long,680.2400,neutral,0.4500,0.5000,1.4009,0.6125,2,2,skipped,weak_breakout_bar,late_1330_1600
2026-04-10,out_of_sample,2026-04-10T10:10:00-04:00,long,681.0199,range_veto,0.5652,0.9478,3.7638,0.1815,3,3,skipped,range_veto,open_0930_1100
2026-04-10,out_of_sample,2026-04-10T10:15:00-04:00,long,681.2800,range_veto,0.2522,0.9083,0.4241,0.2835,3,3,skipped,range_veto,open_0930_1100
2026-04-10,out_of_sample,2026-04-10T10:20:00-04:00,long,681.3700,neutral,0.2500,0.9688,0.3633,0.6259,2,3,skipped,weak_breakout_bar,open_0930_1100
2026-04-10,out_of_sample,2026-04-10T10:25:00-04:00,long,681.4300,neutral,0.2647,0.8529,0.5041,0.4422,1,4,skipped,weak_breakout_bar,open_0930_1100
2026-04-10,out_of_sample,2026-04-10T11:10:00-04:00,long,681.5491,neutral,0.3951,0.6977,0.5481,0.0000,3,1,skipped,weak_breakout_bar,midday_1100_1330
2026-04-10,out_of_sample,2026-04-10T11:20:00-04:00,long,681.8400,neutral,0.7170,0.8491,1.7016,0.6833,3,2,skipped,returned_to_range,midday_1100_1330
2026-04-10,out_of_sample,2026-04-10T11:30:00-04:00,short,680.8801,range_veto,0.5132,0.8026,1.2858,0.1044,4,1,skipped,range_veto,midday_1100_1330
2026-04-10,out_of_sample,2026-04-10T11:35:00-04:00,short,680.6900,neutral,0.7000,0.8833,1.2728,0.2164,3,1,executed,executed,midday_1100_1330
2026-04-10,out_of_sample,2026-04-10T12:35:00-04:00,short,679.1100,neutral,0.7214,0.7674,1.4484,0.0901,3,2,executed,executed,midday_1100_1330
2026-04-10,out_of_sample,2026-04-10T13:50:00-04:00,long,679.3100,neutral,0.8483,0.9168,1.5939,0.2616,1,0,executed,executed,late_1330_1600
2026-04-10,out_of_sample,2026-04-10T15:00:00-04:00,long,679.4600,neutral,0.7411,0.8269,2.4902,0.1780,1,2,executed,executed,late_1330_1600
2026-04-13,out_of_sample,2026-04-13T10:50:00-04:00,long,680.1000,neutral,0.6824,0.8311,1.6693,0.3471,3,1,executed,executed,open_0930_1100
2026-04-13,out_of_sample,2026-04-13T12:00:00-04:00,short,679.2200,neutral,0.4523,0.6609,1.1733,0.0481,3,2,skipped,returned_to_range,midday_1100_1330
2026-04-13,out_of_sample,2026-04-13T12:20:00-04:00,long,680.4000,neutral,0.7286,0.7286,1.9868,0.5271,3,0,executed,executed,midday_1100_1330
2026-04-13,out_of_sample,2026-04-13T13:45:00-04:00,short,682.1000,neutral,0.4474,0.8158,0.4880,0.2083,3,0,skipped,weak_breakout_bar,late_1330_1600
2026-04-13,out_of_sample,2026-04-13T14:10:00-04:00,long,682.5500,neutral,0.5361,0.6076,0.6667,0.3603,3,1,skipped,weak_breakout_bar,late_1330_1600
2026-04-13,out_of_sample,2026-04-13T14:40:00-04:00,long,682.6800,neutral,0.6444,0.9222,1.9348,0.2660,2,1,executed,executed,late_1330_1600
2026-04-13,out_of_sample,2026-04-13T15:25:00-04:00,long,683.8000,neutral,0.3750,0.7083,0.3117,0.5526,3,1,skipped,weak_breakout_bar,late_1330_1600
2026-04-13,out_of_sample,2026-04-13T15:30:00-04:00,long,683.8400,trend_supportive,0.5000,0.7333,2.0780,0.6438,2,0,skipped,no_follow_through,late_1330_1600
2026-04-14,out_of_sample,2026-04-14T10:05:00-04:00,long,689.9650,trend_supportive,0.8690,0.9524,2.4073,0.7477,2,1,executed,executed,open_0930_1100
2026-04-14,out_of_sample,2026-04-14T11:35:00-04:00,long,692.6300,trend_supportive,0.6875,0.7188,0.7605,0.7052,1,1,skipped,weak_breakout_bar,midday_1100_1330
2026-04-14,out_of_sample,2026-04-14T11:40:00-04:00,long,692.7800,trend_supportive,0.1985,0.5000,0.4777,0.9149,0,1,skipped,weak_breakout_bar,midday_1100_1330
2026-04-14,out_of_sample,2026-04-14T11:50:00-04:00,long,693.1600,trend_supportive,0.7232,0.7237,1.2351,0.8061,0,1,skipped,returned_to_range,midday_1100_1330
2026-04-14,out_of_sample,2026-04-14T12:20:00-04:00,long,693.3000,neutral,0.6771,0.9355,1.0906,0.6727,4,2,executed,executed,midday_1100_1330
2026-04-14,out_of_sample,2026-04-14T12:55:00-04:00,short,693.1100,neutral,0.5143,0.6571,0.9515,0.5738,3,0,skipped,returned_to_range,midday_1100_1330
2026-04-14,out_of_sample,2026-04-14T13:15:00-04:00,long,693.6600,neutral,0.8627,0.9118,2.3956,0.3012,4,1,executed,executed,midday_1100_1330
2026-04-14,out_of_sample,2026-04-14T14:20:00-04:00,short,692.7300,neutral,0.7098,0.9011,2.8707,0.7879,2,2,skipped,no_follow_through,late_1330_1600
2026-04-14,out_of_sample,2026-04-14T15:00:00-04:00,long,693.1900,neutral,0.7586,0.8793,2.0421,0.1839,2,1,executed,executed,late_1330_1600
2026-04-14,out_of_sample,2026-04-14T15:25:00-04:00,long,694.1000,trend_supportive,0.7623,0.8576,0.6544,0.9420,0,0,skipped,weak_breakout_bar,late_1330_1600
2026-04-15,out_of_sample,2026-04-15T10:20:00-04:00,long,696.3700,neutral,0.7238,0.7238,2.5353,0.4703,4,2,executed,executed,open_0930_1100
2026-04-15,out_of_sample,2026-04-15T13:30:00-04:00,long,697.6200,neutral,0.8198,0.9087,2.1917,0.7107,2,2,skipped,returned_to_range,late_1330_1600
2026-04-15,out_of_sample,2026-04-15T14:00:00-04:00,long,698.0000,neutral,0.3636,0.5734,2.5438,0.0835,3,0,skipped,weak_breakout_bar,late_1330_1600
2026-04-15,out_of_sample,2026-04-15T14:30:00-04:00,long,698.6500,neutral,0.9818,1.0000,3.2563,0.6918,0,2,executed,executed,late_1330_1600
2026-04-15,out_of_sample,2026-04-15T14:55:00-04:00,long,699.5600,neutral,0.3256,0.5349,0.6443,0.8015,2,2,skipped,weak_breakout_bar,late_1330_1600
2026-04-15,out_of_sample,2026-04-15T15:05:00-04:00,long,699.8400,trend_supportive,0.6027,0.6027,0.6709,0.5685,1,1,skipped,weak_breakout_bar,late_1330_1600
2026-04-15,out_of_sample,2026-04-15T15:25:00-04:00,long,699.9600,neutral,0.6094,0.9063,1.0884,0.5345,2,0,skipped,returned_to_range,late_1330_1600
2026-04-16,out_of_sample,2026-04-16T10:45:00-04:00,long,699.8450,neutral,0.8017,1.0000,1.5286,0.1174,3,1,executed,executed,open_0930_1100
2026-04-16,out_of_sample,2026-04-16T11:10:00-04:00,long,701.1300,trend_supportive,0.9167,0.9167,1.1919,0.8496,2,1,executed,executed,midday_1100_1330
2026-04-16,out_of_sample,2026-04-16T12:00:00-04:00,long,702.3600,trend_supportive,0.6335,0.6999,0.4920,0.8529,2,0,skipped,weak_breakout_bar,midday_1100_1330
2026-04-16,out_of_sample,2026-04-16T12:15:00-04:00,long,702.5200,neutral,0.7344,0.7344,0.9178,0.6908,3,1,skipped,returned_to_range,midday_1100_1330
2026-04-16,out_of_sample,2026-04-16T12:30:00-04:00,short,701.9200,neutral,0.5093,0.5382,4.3495,0.2442,3,1,skipped,weak_breakout_bar,midday_1100_1330
2026-04-16,out_of_sample,2026-04-16T13:10:00-04:00,short,700.1300,neutral,0.7297,0.9595,2.8361,0.5980,3,2,skipped,returned_to_range,midday_1100_1330
2026-04-16,out_of_sample,2026-04-16T13:40:00-04:00,long,701.1400,range_veto,0.8125,0.8750,1.4952,0.2824,3,3,skipped,range_veto,late_1330_1600
2026-04-16,out_of_sample,2026-04-16T13:45:00-04:00,long,701.4300,neutral,0.2917,0.8472,0.4452,0.8250,2,3,skipped,weak_breakout_bar,late_1330_1600
2026-04-16,out_of_sample,2026-04-16T14:20:00-04:00,short,699.9400,neutral,0.6098,0.9024,1.5505,0.7045,4,1,skipped,returned_to_range,late_1330_1600
2026-04-16,out_of_sample,2026-04-16T14:25:00-04:00,short,699.8100,neutral,0.2256,0.4512,0.3723,0.9124,4,1,skipped,weak_breakout_bar,late_1330_1600
2026-04-16,out_of_sample,2026-04-16T15:35:00-04:00,long,701.2500,neutral,0.7714,0.9714,2.0179,0.2231,3,2,executed,executed,late_1330_1600
2026-04-17,out_of_sample,2026-04-17T10:00:00-04:00,long,708.3600,neutral,0.6558,0.9156,1.2954,0.8423,2,3,executed,executed,open_0930_1100
2026-04-17,out_of_sample,2026-04-17T10:35:00-04:00,long,710.2500,neutral,0.3043,1.0000,0.7369,0.7356,4,2,skipped,weak_breakout_bar,open_0930_1100
2026-04-17,out_of_sample,2026-04-17T10:40:00-04:00,long,710.3300,neutral,0.7643,0.8143,1.9574,0.6538,4,2,executed,executed,open_0930_1100
2026-04-17,out_of_sample,2026-04-17T11:30:00-04:00,long,711.1700,neutral,0.9037,0.9407,2.3431,0.1069,2,2,skipped,returned_to_range,midday_1100_1330
2026-04-17,out_of_sample,2026-04-17T12:30:00-04:00,long,711.6400,neutral,0.8280,0.8280,2.1690,0.7000,4,3,executed,executed,midday_1100_1330
2026-04-17,out_of_sample,2026-04-17T13:20:00-04:00,short,710.7300,trend_supportive,0.6488,0.7463,4.7931,0.8136,2,0,skipped,no_follow_through,midday_1100_1330
2026-04-17,out_of_sample,2026-04-17T14:10:00-04:00,short,709.5000,neutral,0.3263,0.7755,0.5451,0.3667,2,0,skipped,weak_breakout_bar,late_1330_1600
2026-04-17,out_of_sample,2026-04-17T15:35:00-04:00,long,709.9200,neutral,0.4407,0.7966,1.0000,0.1183,3,1,executed,executed,late_1330_1600
